# d3-06 — product and model selection: boundaries, portability and closing judgement
projects-vs-chat|2|An associate keeps a Project for a piece of work that finished three months ago.|Archive it, since it no longer answers questions|Keep it, since the work may come back one day|Keep it and add the newer work into it as well|Delete the Project and all its documents entirely|A Project earns its place by answering current questions, and finished work belongs out of the way rather than competing with live material.|Hypothetical revival is how Projects accumulate, mixing new work in dilutes both, and deleting loses material that may still be needed.
scaling-decisions|2|A team's workflow works for one person and they want the whole team using it.|Find out what that person supplies that others will not|Give everyone the workflow and let them start using it|Have that person train each colleague individually|Wait until more people ask for it before sharing it|A working personal workflow usually carries unwritten context, and identifying it is what makes it survive the handover.|Handing it over unexamined exports the gaps, individual training does not scale, and waiting for demand delays a known benefit.
capability-matching|2|A team asks whether a stronger model will fix answers that are wrong because the data is old.|No — the data being old is not a capability problem|Yes — stronger models have more recent knowledge|Yes — stronger models are better at spotting staleness|No — but a stronger model would reduce the errors|Stale information produces stale answers regardless of how capable the model is, because the problem is the input rather than the reasoning.|Recency of training does not track the team's own data, spotting staleness is not having current facts, and capability does not substitute for correct data.
model-tiers|2|An associate asks how they should compare two tiers for their own particular task.|Run both on the same cases and compare the results|Read the published benchmarks for the two tiers|Ask colleagues which of the tiers they prefer using|Use the more expensive one, since it should be better|A tier's benefit is task-specific, so the only decisive comparison is on the cases the workflow actually meets.|Benchmarks measure other tasks, colleague preference is anecdote, and price is a proxy rather than a measurement.
surface-selection|2|A team wants an answer they can act on immediately and will not need again.|Ask directly and use the answer as it comes back|Build a repeatable workflow around the question|Document the question and answer for future use|Set the question up as a scheduled recurring task|A single, immediate need is served by asking, and any structure around it costs more than it can return.|A workflow, documentation and a schedule all invest in a repetition that is never going to happen.
feature-fit|2|A team needs the model to work through a derivation where the intermediate steps matter.|Use a setting that shows the working, not just the result|Ask for the answer and check it independently after|Ask for the answer and then ask how it was reached|Break the derivation into separate small questions|When the steps are what has to be checked, they have to be produced as part of the work rather than reconstructed afterwards.|Independent checking repeats the derivation, an after-the-fact explanation is a new output rather than a trace, and splitting loses the continuity.
cost-latency|2|An associate asks what it is that actually drives the cost of a single request.|How much text goes in and how much comes back out|How long the request takes to be answered fully|How difficult the question is to answer properly|How many times the request has been run before|Cost tracks the volume of text in and out, which is why long context and long answers are what move the bill.|Time, difficulty and history all feel like cost drivers but are not what is actually measured.
projects-vs-chat|2|A team wants new joiners to get consistent answers about their internal processes.|Give them a Project holding the process documents|Have each new joiner ask an experienced colleague|Send new joiners the documents to read themselves|Write a list of frequently asked questions for them|A Project answers questions in the joiner's own words from the authoritative documents, which is what makes the answers consistent.|Colleagues give varying answers, unread documents help nobody, and a fixed FAQ only covers the questions someone anticipated.
scaling-decisions|2|A team's costs will rise with volume and they want to know when to start worrying.|Work out the cost per item and project it forward|Wait until the monthly bill becomes noticeable|Set a monthly cap and stop when it is reached|Assume the cost will stay roughly where it is now|A per-item cost turns volume plans into a forecast, which is what lets the team see the problem before it arrives.|Waiting means reacting, a cap stops work rather than planning for it, and assuming stability ignores the growth they already expect.
capability-matching|2|A team's task is to sort tickets into twelve categories that are clearly documented.|A cheaper tier, tested against the documented categories|The strongest tier, since twelve categories is a lot|The strongest tier, since misclassification is costly|Whichever tier handles the highest volume fastest|Well-documented classification is within reach of cheaper tiers, and testing against the definitions is what confirms it for this data.|Category count is not difficulty, cost of error argues for verification rather than the top tier, and speed is not the fit question.
model-tiers|2|An associate reports that a cheaper tier gives correct but noticeably blander answers.|Decide whether the blandness actually matters here|Move back to the expensive tier, since quality dropped|Stay on the cheaper tier, since the answers are correct|Add an instruction asking for more engaging answers|Correctness and style are different requirements, and whether the style difference costs anything depends on who reads the output.|Both quick decisions assume an answer about the readers, and a style instruction treats a difference that may not need treating.
feature-fit|2|A team needs Claude to compare two long contracts clause by clause against each other.|Provide both contracts and ask for the comparison|Provide one contract and describe the other one|Compare a few clauses at a time across many chats|Summarise both contracts and compare the summaries|A clause-level comparison needs both texts present, since the differences live in the exact wording.|A description loses the wording, many small chats lose the overview, and summaries drop the very detail being compared.
surface-selection|2|A team wants Claude to draft replies inside the support tool their agents already use.|Integrate it there, since that is where the work happens|Have agents copy the ticket into a separate window|Have agents write drafts separately and paste them back|Train agents to switch between the two tools quickly|Putting the capability where the work already happens removes the copying that would otherwise be paid on every single ticket.|All three alternatives ask the agent to move data between tools on every ticket they handle.
projects-vs-chat|3|A Project answers well on its documents and confidently wrong outside of them.|Instruct it to say when a question falls outside the documents|Add more documents so fewer questions fall outside|Tell users only to ask questions the documents cover|Accept it, since the Project is for those documents|The failure is that out-of-scope questions get answered as if in scope, and telling it to flag them is what makes the boundary visible.|More documents move the boundary rather than marking it, instructing users relies on them knowing the contents, and accepting it leaves confident errors in place.
scaling-decisions|3|A team's workflow is being adopted by a second team with a slightly different goal.|Ask what their goal is before handing the workflow over|Hand it over, since the workflow is already proven|Rebuild it for the second team entirely from scratch|Have both teams share and maintain one workflow|A slightly different goal often means slightly different correctness, and finding out is what determines how much can be reused.|Handing over unexamined exports the first team's assumptions, rebuilding discards proven work, and shared ownership decides before the fit is known.
cost-latency|3|A team's requests are cheap individually and their monthly bill is nonetheless large.|Look at the volume rather than the per-request cost|Reduce the per-request cost by shortening prompts|Move to a cheaper tier to reduce the unit price|Accept it, since each request is already cheap|When unit cost is low and the total is high, volume is the driver, and that is where any reduction has to come from.|Prompt length and unit price both attack a cost that is already small, and per-request cheapness is what makes the total surprising.
capability-matching|3|A team's workflow fails specifically on inputs longer than about twenty pages.|Handle long inputs differently rather than changing tier|Move to a tier that handles longer inputs better|Reject inputs longer than twenty pages entirely|Truncate long inputs so they fit within the limit|A failure that appears at a length threshold is about how long inputs are processed, and restructuring that is the direct fix.|A tier change may raise the threshold without removing it, rejecting refuses valid work, and truncation silently drops content.
model-tiers|3|A team is told the newest tier is better and their workflow is carefully tuned already.|Retune before comparing, since tuning is tier-specific|Compare them as they are and take the better result|Switch to the newest tier, since it is an improvement|Stay put, since retuning would cost more than it gains|A prompt tuned for one tier can underperform on another, so comparing untuned against tuned measures the tuning rather than the tier.|An unfair comparison produces a wrong conclusion, switching on reputation skips the test, and assuming retuning is not worth it prejudges the gain.
surface-selection|3|An associate needs Claude to make the same twenty-step change across sixty files.|Use a surface that can act on the files directly|Do the twenty steps in a conversation for each file|Ask for instructions and apply them by hand to each|Do the first file carefully and copy the pattern across|Sixty repetitions of a mechanical change is exactly the case for something that operates on the files rather than describing the change.|All three alternatives put a person in the loop sixty times over.
