# d1-06 — prompting: applied judgement, correct answers kept crisp
clear-instructions|1.1|2|A team asks Claude to "help with the onboarding pack" and receives a plan for building one rather than the content itself.|Ask for the content directly, naming each section wanted|Explain that the team is short of time and needs something usable straight away today|Provide the existing onboarding pack as a reference for the model to work from|Ask for the plan first and then request the content as a second step afterwards|"Help with" describes a relationship rather than a deliverable. Naming the artefact and its sections is what commissions content instead of advice about content.|Urgency and reference material both leave the deliverable unnamed. The two-step route works but pays for a planning round nobody asked for.
context-and-role|1.1|2|An associate asks Claude to write a message to a client without saying what the relationship is or what has happened so far.|Describe the relationship and what has happened before asking for the message|Ask for a professional and appropriately warm tone in the message that gets drafted|Provide the client's name and the industry that they operate in for background|Ask for three versions in different registers and choose whichever one fits best|A message's register and content both follow from the history between the parties. Supplying that is what makes the draft specific rather than generic.|A tone instruction and a client name carry no history. Sampling registers guesses at a relationship one sentence would have described.
output-format|1.1|2|A team wants a checklist and receives flowing prose that contains all the same steps.|Ask for a numbered checklist with one action per line|Ask for the prose version to be converted into a checklist in a follow-up request|Say that the output will be used by someone working through it step by step|Ask for shorter output so the steps are easier to pick out of the paragraph|Naming the artefact and its unit — one action per line — specifies the shape concretely enough that prose stops being a plausible response.|A conversion round doubles the calls. Describing the use and shortening both leave the output shape to the model's discretion.
examples-fewshot|1.3|3|An associate provides one example of the tone they want and Claude reproduces a turn of phrase specific to that one case.|Provide two or three varied examples so the pattern separates from the specifics|Explain what the specific turn of phrase meant so the model uses it appropriately|Instruct the model not to copy anything specific from the example it was given|Rewrite the single example so that nothing case-specific appears anywhere in it|Variation separates signal from incident. With one example every feature looks essential; with several the shared structure stands out.|Explaining the phrase preserves it. A blanket no-copying instruction risks losing the pattern too, and a sanitised single example is weaker than a varied set.
task-decomposition|1.2|3|A team asks Claude to analyse twelve interviews and produce recommendations in a single request, and the recommendations cite nothing from the interviews.|Extract findings first, then ask for recommendations that cite them|Ask for the recommendations again with an instruction to ground them in the interviews|Supply more of the interview material so the recommendations have more to draw on|Ask for the recommendations to be ranked by how strongly the evidence supports each|Requiring each recommendation to cite a finding creates a link you can check, which is what grounding means in practice rather than as an instruction.|A grounding instruction without a citable artefact is unenforceable. More material and confidence ranking both operate on the same ungrounded generation.
constraints-scope|1.1|3|A team specifies "no more than six risks" and receives six, three of which join two distinct risks with "and".|Say that each item must name a single distinct risk|Ask for four risks instead so there is less pressure to combine them into one line|Ask Claude to split any compound entries once the list has already been produced|Request that each risk be stated briefly so there is no room to combine two of them|A count constrains items, not their contents. Defining what one item is prevents compression from smuggling extra material past the limit.|Lowering the count raises the pressure to compound. Post-hoc splitting and brevity both treat the symptom without defining the unit.
document-grounding|1.1|3|A team uploads three reports and asks for the shared conclusion. The synthesis is confident, and one report actually disagrees.|Ask for each report's position separately before asking what they share|Ask for the synthesis again and check whether the second answer matches the first|Upload the reports one at a time so each gets the model's full attention|Ask for page citations so the synthesis can be checked after it is produced|Synthesis flattens disagreement. Extracting each source's position first makes the conflict visible as data rather than something smoothed over.|Repeat runs test stability, not accuracy. Sequential upload does not change the flattening, and citations help only after a misleading synthesis exists.
iteration-refinement|1.3|3|An associate has asked for "more impact" four times and the copy is now shorter and vaguer than the original draft.|Name what must survive alongside the stylistic direction|Stop after two rounds, since further requests tend to reduce quality more than raise it|Ask for more impact while holding the length fixed so nothing is lost in the process|Restore the missing material by hand once the punchier version has been finished|Stylistic instructions without preservation constraints compound. Each round removes what the last one left, so the constraint travels with the direction.|A round limit is arbitrary. Fixed length invites padding, and manual restoration undoes work the model was asked to do.
clear-instructions|1.1|3|A team asks Claude to "improve" a form and it rewrites the questions, changing what data the form actually collects.|State which parts may change and which are fixed|Ask for a more conservative improvement so fewer changes are made to the form|Ask Claude to list its changes afterwards so unwanted ones can be reverted|Provide the reason each question exists so the model treats them more carefully|"Improve" licenses unbounded editing. Bounding what may change protects content the model would otherwise read as fair game.|Conservatism is a degree, not a boundary. Change logs arrive after the edit, and rationale competes with the licence rather than removing it.
context-and-role|1.1|3|An associate asks for a summary of a technical incident for the board, and it arrives full of system names the board will not recognise.|Say who reads it and what decision the summary supports|Ask for a version written at a lower reading level so technical terms are avoided|Request a glossary appended so unfamiliar system names can be looked up quickly|Produce two versions, one for the board and one for the technical team involved|Audience and purpose determine what survives compression. Naming both lets the model pitch it once, correctly, rather than defaulting to the incident's own vocabulary.|Reading level blunts prose without fixing which concepts need unpacking. A glossary patches symptoms and two versions is work one sentence prevents.
output-format|1.1|3|A team's prompt produces a well-structured document, but headings arrive as bold text rather than real headings and break the template.|State the heading levels required and verify the structure after pasting|Ask for larger text on the top-level headings so the hierarchy is clearer to readers|Paste the output as plain text and apply the company's heading styles by hand|Ask Claude to describe the intended heading hierarchy in a note above the document|What looks like a heading and what is tagged as one are different things, and only the second survives a paste into a styled template.|Font size is presentation, not structure. Manual restyling repeats forever, and a descriptive note leaves the document itself unchanged.
examples-fewshot|1.3|3|An associate's three examples all use the same customer name and outputs reuse that name.|Vary the names so the pattern is not the name|Add an instruction not to reuse the example names|Remove the names from the examples altogether|Add more examples using that same customer name|Examples teach whatever is constant across them, so varying the incidental detail is what stops it being learned as the pattern.|An instruction fights the pattern rather than removing it, stripping names makes the examples less realistic, and more of the same reinforces it.
task-decomposition|1.2|3|An associate asks Claude to review thirty applications against a role, and reviews get noticeably terser after the first ten.|Process them in small batches so each gets a comparable pass|Ask for the review again with an instruction to keep the depth consistent throughout|Shorten the role description so more attention is available for each application|Review the last twenty a second time and use those results instead of the first pass|Depth degrades across a long generation. Batching restores a full attention budget per group, which is a property of chunking rather than instruction.|A consistency instruction cannot allocate attention. Shortening the criteria weakens every review, and re-running the tail creates two standards.
constraints-scope|1.1|3|A team asks for content that "works for both audiences" and gets copy that lands with neither.|Ask which audience takes priority when the two conflict|Ask for a longer piece so both audiences have enough material addressed to them|Ask Claude to write a section for each audience within the same overall document|Provide more detail about each of the two audiences and their differing concerns|Two audiences with different needs is a conflict, and unresolved conflicts produce a compromise serving neither. Stating the priority is what resolves it.|Length and separate sections both restructure without deciding. More audience detail sharpens the conflict without settling it.
document-grounding|1.1|3|A team uploads a contract and asks whether a clause permits something. The answer is a confident yes, and the clause is genuinely ambiguous.|Ask what the clause says and whether it is clear, not for a yes or no|Ask the same question again to see whether the answer stays consistent across runs|Ask for a confidence level to be attached alongside the yes-or-no answer given|Ask a narrower version of the question so the ambiguity is avoided altogether|A binary question format forces a binary answer even when the source cannot support one. Asking what the text says lets ambiguity surface as the finding.|Repetition may return a consistent answer to a question the source cannot settle. Confidence is self-reported, and narrowing may miss the ambiguity entirely.
iteration-refinement|1.3|4|A team keeps a very long conversation running. Recent instructions are honoured and a constraint set at the start is now regularly broken.|Restate the standing constraints periodically as the thread grows|Start a new conversation whenever the current one becomes difficult to steer reliably|Ask Claude to summarise every constraint agreed so far before each new revision round|Move the constraint into the most recent message so it appears closest to the request|Earlier instructions compete with a growing conversation. Restating what must remain true is what keeps a standing constraint in force.|A fresh start loses accumulated work. A self-summary can omit the same forgotten item, and a single repositioning fades again as the thread continues.
clear-instructions|1.1|3|An associate asks Claude to "check" a spreadsheet summary and gets a plausibility read rather than a comparison against the source data.|Supply the source and ask for a figure-by-figure check against it|Ask Claude to state its confidence in each figure so weak points can be identified|Rephrase the request as a fact-check so a stricter standard is applied to the work|Ask Claude to search for supporting evidence for each of the figures in the summary|Checking is relative to a source. Without one the model can only assess whether figures look plausible, which is a much weaker thing.|Confidence and stricter framing both operate without a reference. Searching introduces a source, but not the one the summary is supposed to match.
context-and-role|1.1|3|A team asks for advice on a decision and describes only the option they already favour.|Describe the alternatives too, since advice is a comparison|Ask Claude to argue against the option that has already been described in the prompt|Ask for the risks of the favoured option in addition to the advice being requested|Ask the question again in a more neutral tone so the preference is less apparent|A single option leaves nothing to weigh. Supplying the alternatives makes advice a comparison rather than a justification of what was presented.|Devil's advocacy critiques one option without introducing another. Risks and neutral phrasing both stay inside a single-option frame.
output-format|1.1|3|A team needs consistent decimal places in generated figures and they drift inside tables while staying correct in prose.|State the precision required and check inside the tables specifically|Ask Claude to be consistent with number formatting throughout the whole document|Convert every figure to text so the model does not reformat any of them itself|Generate the tables separately with their own formatting instruction attached to them|Local conventions inside structured elements are a known drift point, so an explicit rule plus a targeted check where drift concentrates is the reliable pattern.|A general consistency instruction has already implicitly failed. Text conversion fights the model, and separate generation adds steps for a formatting detail.
