# d6-08 — governance: incidents, likeness, cross-border and contested trade-offs
confidentiality|6.2|2|An associate pastes a client document into Claude and then realises the client's policy forbids it.|Report it under the organisation's incident process|Delete the conversation and say nothing about it|Note it privately in case it is asked about later|Continue, since no harm appears to have resulted|A breach of a client's terms is an incident the organisation has to know about, since only it can decide what the client is told.|Quiet deletion conceals it, a private note leaves the organisation unaware, and the absence of visible harm is not the test.
ip-and-attribution|6.3|2|A team wants an image generated in the style of a named living artist for a campaign.|Avoid naming the artist and brief the look they want|Name the artist, since a style itself is not protected|Name the artist and credit them in the campaign|Name the artist but alter the output afterwards|Invoking a living artist's name to imitate them trades on their identity, and describing the desired look achieves the brief without doing that.|Style may not be protected but the association is still traded on, crediting does not create permission, and altering the output does not undo how it was produced.
disclosure-transparency|6.3|2|A user asks a company's assistant whether it can see their previous conversations.|Answer accurately according to what it can actually do|Say it can, since that is what users generally expect|Say it cannot, since that is the safer thing to claim|Avoid the question and offer to help with the task|A user's question about the system's capabilities deserves the true answer, since they will act on what they are told.|Expectation does not define capability, a reflexively cautious claim can be false, and deflection leaves them acting on a guess.
data-sensitivity|6.2|2|A team wants to test a new workflow and plans to use real customer records to do it.|Use synthetic or masked records for the testing|Use real records, since the test must be realistic|Use real records from customers who have left|Use real records but with a much smaller sample|A test exercises the workflow rather than the identities, so records that behave like the real ones carry the same value without the exposure.|Realism is achievable without real people, former customers retain their data rights, and a smaller sample reduces the count rather than the kind of risk.
privacy-regulation|6.2|2|An associate asks whether a person's work email address counts as personal data.|Yes — it identifies a particular individual person|No — it belongs to the employer rather than the person|Yes — but only if their name appears within it|No — business contact details are outside the rules|Personal data is information relating to an identifiable person, and a work address routinely points at one.|Employer ownership of the account does not change who it identifies, name format is one route to identification among several, and business context does not create an exemption.
bias-fairness|6.4|2|A team asks whether simply including more data will make their Claude-assisted process fairer.|Not by itself — more of a skewed sample stays skewed|Yes — larger samples correct for individual outliers|Yes — provided the additional data is recent enough|No — sample size has no bearing on fairness at all|Fairness depends on what the data represents, so adding more of the same imbalance leaves the imbalance in place.|Volume reduces noise rather than bias, recency addresses staleness rather than skew, and denying any link at all overstates the point.
accountability|6.3|2|Someone outside the team uses a Claude-assisted output for a decision the team knew nothing about.|Whoever decided to act on the output in their own work|The team that originally produced that output for itself|Nobody, since the use was not the team's intent|The team, since it circulated the output at all|Responsibility attaches to the decision to rely on something, which is made by whoever acts on it.|Producing an output is not deciding to act on it, unintended use does not remove the actor's responsibility, and circulation is not endorsement of every later use.
consequential-decisions|6.1|2|A team asks whether human review is enough to make an automated decision acceptable.|Only if the reviewer can genuinely change the outcome|Yes — review is what human oversight means in practice|Yes — provided the review happens before the decision|No — automated decisions are never acceptable at all|Oversight is real when the person has the information, the time and the authority to decide differently, and a rubber stamp has none of those.|Calling it review does not make it meaningful, timing matters less than authority, and a blanket prohibition ignores decisions that are properly automated.
acceptable-use|6.1|2|A team wants to use Claude to generate a voice recording that sounds like their chief executive.|Do not synthesise a person's voice without their agreement|Proceed, since the executive works for the company|Proceed if the recording carries a synthetic-voice label|Proceed for internal audiences rather than external ones|A person's voice is theirs, and using it requires their agreement regardless of who employs them.|Employment does not transfer a personal likeness, a label discloses the method without supplying consent, and an internal audience does not change whose voice it is.
confidentiality|6.2|2|An associate shares a link to a Claude conversation and later realises it contains internal figures.|Revoke the link and check who has accessed it|Leave it, since only the intended people had the link|Edit the conversation so the figures no longer appear|Ask the recipients to disregard the figures they saw|A shared link can travel, so cutting off access and finding out who reached it is what bounds the exposure.|Intent does not control where a link goes, editing does not retrieve what was already read, and a request to disregard does not undo the disclosure.
