# d2-01 — verifying facts, spotting fabrication, what evidence supports
verifying-facts|2.3|3|An associate receives a market summary from Claude citing a named consultancy's 2025 forecast with a specific growth percentage. The figure fits their expectations and the report is due in an hour.|Locate the consultancy's forecast and confirm the figure before it enters the report|Ask Claude whether it is confident the figure is accurate before including it|Use the figure with a note saying it is approximate and subject to confirmation|Search for any source reporting a similar figure and cite that one instead|Named source plus precise number is the shape a fabricated citation takes, and matching your expectations makes it less likely to be questioned. Checking the primary source is the only step that settles it.|Self-reported confidence tracks fluency, not truth. An approximate label still publishes the number, and finding a similar figure elsewhere validates a different claim.
verifying-facts|2.3|3|A team asks Claude about a regulation's notification deadline and receives a clear answer of thirty days. A colleague recalls it being different but is not certain.|Check the regulation text, which settles a disagreement between two recollections|Ask Claude again in a new conversation and see whether it repeats thirty days|Ask Claude to explain its reasoning for the thirty-day figure in more detail|Go with thirty days, since a specific number suggests a specific source behind it|Two unreliable recollections do not average into a fact. The regulation is the authority, and consulting it is faster than reasoning about which memory to trust.|Repetition tests consistency, and a model can be consistently wrong. Explanations rationalise the stated number, and specificity is not evidence of provenance.
hallucination-detection|2.2|4|Claude produces a literature review citing eight papers. Six are real and correctly described. Two have plausible titles, real author names, and journals that exist, but the papers themselves do not.|Verify every one of the citations individually rather than the unfamiliar ones|Verify the two citations that seem least familiar and accept the rest of the list|Ask Claude which of its citations it is least confident about before checking|Note that the review is largely accurate and flag it as needing later verification|Fabricated citations are constructed from real components, so they look exactly like the genuine ones. Nothing distinguishes them at a glance, which is why the check has to be exhaustive.|Familiarity is not a reliable filter. Self-identified uncertainty misses the confident fabrications, and deferring verification means publishing unverified claims.
hallucination-detection|2.2|3|An associate notices Claude's answer contains a quotation attributed to a well-known executive. The quotation captures the executive's known views closely.|Treat the quotation as unverified until located in a primary source|Accept the quotation because it is consistent with the executive's documented positions|Ask Claude for the date and venue of the quotation to establish its provenance|Paraphrase the quotation so attribution accuracy matters less in the final text|Quotations are generated to fit context, and fitting well is what makes a fabricated one persuasive. Only locating it in a source establishes that it was said.|Consistency with known views is exactly what a plausible fabrication has. Asking for date and venue invites more invented detail, and a paraphrase still attributes a position.
sampling-and-evidence|2.3|3|A team checks four of twenty figures in a Claude-generated analysis. All four are correct, and the deadline is close.|Recognise that four correct samples do not establish anything about the other sixteen|Conclude the analysis is reliable, since a twenty percent sample found no errors|Check four more figures and accept the analysis if those are also correct|Ask Claude to confirm that the remaining sixteen figures are accurate|A clean sample raises confidence slightly but bounds nothing. Prioritising the figures that carry the decision is how limited checking time gets spent well.|A clean sample of four is weak evidence about sixteen. Doubling the sample helps marginally, and asking the model to confirm its own figures is not an independent check.
sampling-and-evidence|2.3|4|An associate spot-checks ten claims in a document and finds one error. They correct it and consider the document verified.|Treat the whole document as unverified, since one error in ten shows errors exist|Correct the error and check ten more claims to establish whether others exist|Conclude the error rate is ten percent and adjust the document's confidence accordingly|Ask Claude to find and correct any other errors of the same kind|Detecting an error establishes existence, not density or location. One finding in ten is a signal to verify systematically rather than a measurement to extrapolate from.|A second sample of ten is the same weak instrument. A ten percent rate from one finding is not a stable estimate, and self-correction shares the process that produced the error.
self-evaluation-limits|2.4|3|A team asks Claude to review its own analysis for errors. It reports the analysis is sound. The team treats this as verification and publishes.|Recognise a self-review shares the reasoning that produced the analysis itself|Accept the self-review, since the model examined the analysis specifically for errors|Ask Claude to review it a second time to see whether the verdict is stable|Ask Claude to review it while adopting the role of a sceptical external reviewer|Independence is what makes a check meaningful, and a model reviewing its own output has none. The same reasoning that produced an error will endorse it.|A repeat run reproduces the same blind spot. A sceptical persona changes tone rather than access to different information.
self-evaluation-limits|2.4|3|An associate asks Claude how confident it is in each of five claims. It reports high confidence in four and moderate in one. The moderate claim turns out correct and one high-confidence claim is wrong.|Treat stated confidence as weakly informative and verify by stakes|Verify only the moderate-confidence claim, since the model flagged it as uncertain|Ask for numerical confidence scores so the ranking becomes more precise|Ask Claude to explain the basis for each of its confidence assessments|Self-reported confidence correlates loosely with accuracy and cannot be relied on to direct verification. Consequence is the better guide to where checking time goes.|Trusting the flags is what failed here. Numerical scores add precision to an unreliable signal, and explanations rationalise the assessment.
quality-criteria|2.4|3|Two associates disagree about whether a Claude-drafted policy summary is good enough to circulate. Both have read it carefully and reached opposite conclusions.|Agree what the summary has to achieve for its readers, then judge it against that|Ask a third colleague to read it and settle the disagreement by majority view|Ask Claude to assess the summary's quality and use that as a tiebreak|Circulate it with a note asking readers to flag anything unclear or wrong|Disagreement about quality usually means the standard was never stated. Defining what the artefact must accomplish converts an argument about taste into a checkable question.|A third opinion adds a vote without a standard. Model self-assessment is not independent, and circulating an unresolved draft pushes the judgement onto readers.
quality-criteria|2.4|3|A team judges Claude's outputs by how polished they read. Over three months, several polished outputs turn out to have contained significant factual errors.|Separate the fluency of the writing from the accuracy of its claims when judging quality|Ask Claude to write in a plainer style so polish stops influencing the team's judgement|Introduce a rule that outputs must be at least a certain length to be accepted|Ask Claude to flag its own factual claims so they can be identified more easily|Fluency is the property a language model optimises most directly and is uncorrelated with truth. Separating the two axes is the habit that keeps polish from standing in for correctness.|Plainer prose does not make claims true. Length rules measure the wrong thing, and self-flagging depends on the model recognising its own errors.
