# d3-01 — model tiers, cost and latency, surface choice, feature fit
model-tiers|3|A support team must classify roughly 50,000 tickets a day into twelve well-documented categories. Cost per ticket and response latency are both hard limits.|Haiku, since the task is narrow and high-volume with cost and latency binding|Opus, because classification accuracy is the highest-stakes property of this workflow|Sonnet, as a mid-tier model is the safe default whenever the requirements are not yet clear|Opus at first, downgrading once the routing rules have stabilised in production|High volume, a simple taxonomy, and binding cost and latency constraints is the textbook case for the fastest tier. Accuracy on twelve documented categories is not the scarce resource here.|Opus optimises a variable that is not binding. Sonnet-as-default is a habit rather than a rationale, and starting at the top tier inverts the sensible order of piloting cheap then escalating.
model-tiers|3|An analyst needs help reasoning through a novel legal structuring question with several interacting constraints and no established precedent to follow.|Opus, since open-ended reasoning over interacting constraints is where it earns its cost|Haiku, since legal questions are well represented in training data and need only retrieval|Sonnet, because it balances capability and cost for most professional work|A cheaper tier with a longer, more carefully written prompt to compensate|Novel reasoning across interacting constraints with no precedent is precisely the work that separates tiers. This is the case where paying for capability changes the answer's quality.|Treating a novel structuring problem as retrieval misreads it. Sonnet is a reasonable default that is not the best fit here, and prompt effort does not substitute for reasoning capability.
cost-latency|3|A team's internal tool calls Claude on every keystroke to suggest completions. Users complain the suggestions arrive after they have already finished typing.|Move to the fastest tier and debounce the calls so fewer requests are made|Increase the capability tier so the suggestions are good enough to wait for|Add a loading indicator so users understand a suggestion is on its way|Cache the most common completions and serve those instead of calling at all|Interactive suggestion is a latency-bound problem, so the fix is a faster model plus fewer calls. Both levers pull in the same direction here.|A higher tier makes latency worse. An indicator manages perception without fixing the delay, and caching helps common cases while leaving the general path slow.
cost-latency|4|A finance team runs a monthly batch that summarises 4,000 documents overnight. It finishes in four hours and nobody sees the output until morning.|Optimise for cost and quality rather than for latency|Optimise for latency so the batch finishes sooner and leaves more headroom|Split the batch across several parallel runs to reduce the total elapsed time|Move the batch to the fastest available tier to reduce the overall spend|When no one is waiting, elapsed time has no value and the budget should buy quality or savings instead. Recognising which constraint is slack is the selection skill being tested.|Latency optimisation spends effort on a dimension nobody experiences. Parallelism and the fastest tier both chase speed that the schedule already provides for free.
surface-selection|3|A marketing associate wants to draft copy, iterate on it conversationally, and keep the campaign brief and brand guidelines to hand across several sessions.|A Project, which holds the brief and guidelines as persistent context across sessions|A single long conversation, kept open and returned to whenever work resumes|The API, so the brief can be passed programmatically with each request|A new conversation each session with the brief pasted in at the start|Persistent knowledge reused across many sessions is exactly what Projects exist for. The alternative is re-supplying the same context by hand every time.|A long conversation degrades and cannot be organised. The API is developer surface for a non-developer task, and re-pasting is the manual work Projects remove.
surface-selection|3|A developer needs Claude to read a repository, make changes across several files, run the tests, and iterate until they pass.|Claude Code, which works against the filesystem and can run the tests|The web interface, pasting each file in and copying the changes back out|A Project containing the repository files uploaded as project knowledge|The API, sending each file's contents as a separate request in sequence|Multi-file editing with a test loop needs a surface that can read, write and execute. That is the agentic coding surface rather than a chat window.|Pasting files back and forth is unworkable at repository scale. Uploaded knowledge is read-only context, and raw API calls provide no filesystem or execution.
projects-vs-chat|3|An associate asks the same kind of question about the same three reference documents several times a week, re-uploading the documents each time.|Create a Project with the three documents as knowledge, so they persist|Keep one conversation open permanently and scroll back to the documents|Summarise the three documents once and paste the summary each time|Upload the documents once and rely on Claude remembering them afterwards|Repeated use of a stable document set is the signal for a Project. The documents become persistent context rather than something re-supplied per conversation.|A permanent conversation grows unwieldy. A summary loses detail the questions may need, and conversations do not retain uploads across sessions.
projects-vs-chat|2|A team member has a one-off question about a document they will never look at again.|A single conversation with the document attached|A Project created for the document so it is available if needed later|A Project shared with the team in case a colleague has the same question|A saved prompt template so the question can be repeated efficiently|One-off work does not justify the setup and maintenance a Project carries. Matching the container to the lifespan of the work is the judgement being tested.|Creating a Project for a document you will not revisit is overhead without payoff. Sharing and templating both assume repetition that the scenario rules out.
feature-fit|3|An associate needs Claude to produce a self-contained interactive calculator their colleague can open and use without any installation.|Ask for an Artifact, which renders as a working, shareable output they can open|Ask for the code in the chat and have the colleague run it themselves|Describe the calculation steps so the colleague can build it in a spreadsheet|Ask for a document explaining how the calculator should be constructed|A runnable, shareable interactive output is what Artifacts produce. The alternatives all hand the colleague work rather than a working tool.|Code in chat needs someone able to run it. A spreadsheet description and a build document both stop short of the deliverable that was asked for.
feature-fit|3|A researcher wants Claude to work through a difficult multi-step derivation where intermediate reasoning errors would be easy to miss.|Enable extended thinking so reasoning is worked through before answering|Ask for the answer and then ask Claude to explain how it got there|Break the derivation into separate prompts and check each step yourself|Ask for the answer several times and compare the results for consistency|Extended thinking allocates reasoning effort before the response, which is what a hard derivation needs. A post-hoc explanation is generated after the answer already exists.|Explaining afterwards rationalises rather than reasons. Manual stepping works but is slower, and consistency across runs is not correctness.
