# d6-02 — governance judgement across sensitive use
accountability|3|A team member says they are not responsible for an error because Claude produced the text.|Explain that using a tool does not transfer responsibility for what is published|Accept the explanation, since the error genuinely originated in the generated text|Share the responsibility between the team member and the tool's provider|Treat it as a process failure with no individual responsibility attached to anyone|Responsibility for published work stays with the people who chose to publish it. That is the principle the scenario is testing.|Attributing responsibility to the tool or its provider misplaces it. Treating it as purely systemic removes the accountability that the role carries.
data-sensitivity|3|An associate needs to analyse patient records and the organisation has a specific approved process for handling them.|Follow the approved process, since it exists precisely for this category of data|Use the process that is most convenient for the analysis being performed|Follow the approved process only for the most sensitive of the records|Ask whether the approved process can be relaxed for this particular analysis|An approved handling process for a sensitive data category is the control. Following it is what makes the analysis defensible.|Convenience is not a criterion. Partial application and requesting exemptions both weaken a control designed for exactly this data.
privacy-regulation|3|A team wants to transfer customer data to a service hosted in another country for analysis.|Establish whether the transfer is permitted before any data moves|Transfer it, since the analysis is for the customers' benefit|Transfer only the aggregated data|Transfer the data and document the transfer in the organisation's records|Cross-border transfer of personal data is specifically regulated. Establishing whether it is permitted is the prerequisite to doing it.|Beneficial purpose is not a transfer basis. Aggregation may help but presumes the analysis works on it, and documentation records rather than authorises.
confidentiality|3|An associate wants to share a Claude conversation with a colleague, and the conversation includes another client's material.|Remove or redact the other client's material before sharing anything|Share it, since the colleague is inside the same organisation|Share it and ask the colleague to disregard the unrelated material|Share only the final answer rather than the whole conversation|Confidentiality obligations usually restrict disclosure inside the organisation as well. Removing the material is what makes the share compliant.|Internal sharing is still disclosure. Asking someone to disregard what they have seen is not a control, and the final answer may itself derive from the material.
bias-fairness|3|A team's Claude-assisted shortlisting produces a list with no candidates from a particular background, and the applicant pool was mixed.|Investigate the process, since the outcome differs materially from the pool|Accept it, since the shortlist was based on merit as assessed by the criteria|Rerun the shortlisting to see whether the result is stable|Add candidates from that background to the shortlist manually|A material divergence between pool and outcome is a signal that the process needs examining. That is what fairness monitoring exists to catch.|Assuming merit explains the gap is the assumption to test. A rerun measures stability rather than fairness, and manually adding candidates conceals the process problem.
disclosure-transparency|3|A team's website says content is written by their expert team, and much of it is now drafted with Claude.|Update the statement so it describes how the content is actually produced|Leave it, since experts review everything before it is published|Add a general note about AI use elsewhere on the site|Change the statement only if a reader asks about the content's origin|A public statement about how content is produced has to remain true. Updating it is what keeps the claim honest.|Review does not make the original claim accurate. A note elsewhere does not correct the specific statement, and waiting for a challenge leaves a false claim standing.
acceptable-use|3|An associate is asked to use Claude to generate content designed to look like independent journalism about their employer.|Decline, since content designed to appear independent while being promotional is deceptive|Proceed, since the content will be factually accurate about the employer|Proceed if the content is labelled as sponsored somewhere on the page|Proceed and let the publisher decide how to present the material to readers|Content engineered to read as independent coverage while being promotional misrepresents its source, which is deceptive regardless of factual accuracy.|Accuracy does not cure a misrepresentation of independence. Labelling changes the practice materially, and delegating presentation to a publisher does not remove the intent described.
ip-and-attribution|3|A team wants to use Claude to produce a work and register it under the organisation's name as original.|Check what the applicable rules say about generated works before making the claim|Register it, since the organisation commissioned and paid for the work|Register it with a note that AI was involved in its production|Ask Claude whether the work can be registered as original|Whether generated output can be registered as an original work is governed by law that varies by jurisdiction. Checking is what makes the claim defensible.|Commissioning does not determine originality. A note does not resolve the legal question, and the model cannot give a reliable answer on it.
consequential-decisions|3|A team uses Claude to rank support tickets by urgency, and one ranked low involved a vulnerable customer in distress.|Add a route that surfaces distress signals regardless of the ranking|Improve the ranking prompt so distress is weighted more heavily|Review the lowest-ranked tickets each day|Accept that no ranking system will catch every case correctly every time|Cases where a miss causes serious harm need a path that does not depend on the ranking being right. That is a design property rather than a tuning one.|Prompt tuning improves the average and still misses. Reviewing the bottom of the queue is late, and accepting the miss rate ignores the severity.
data-sensitivity|3|A team is asked whether they can use Claude on data that a customer supplied under a specific agreement.|Read the agreement, since it defines what may be done with the data|Assume permitted uses include analysis|Ask the customers for their permission|Use the data in a way that is consistent with what the customer would probably expect|The agreement is the authority on permitted use. Reading it answers the question directly rather than by inference.|Assuming and inferring expectations both guess at a documented position. Seeking permission may be unnecessary if the agreement already permits it.
privacy-regulation|3|An associate wants to use real customer names in a test of a Claude workflow.|Use fabricated names, since testing does not require real identities|Use real names, since the test needs realistic data to be meaningful|Use real names from customers who have consented to their data being used|Use real names with the surnames removed|Testing does not require real identities, so fabricated data removes the exposure entirely at no cost to the test's validity.|Realism does not require real people. Consented data is still personal data used unnecessarily, and partial removal leaves identifiable information.
confidentiality|3|A team wants to keep using a Project after the client engagement it was built for has ended.|Establish what the engagement terms require be done with the client's material|Keep it, since the material may be useful for similar work in future|Keep it but restrict access to the original engagement team|Delete the documents and keep the configuration|Post-engagement handling of client material is usually specified in the terms. Establishing that is what determines whether anything may be retained.|Future usefulness is not a retention basis. Access restriction addresses a different risk, and deleting documents presumes an answer the terms may contradict.
accountability|3|A team's workflow has three people involved and none of them considers themselves accountable for the output.|Assign accountability explicitly to one of them|Make all three accountable so that responsibility is shared across the workflow|Add a fourth person whose role is to be accountable for the output|Accept that shared workflows have distributed accountability by their nature|Explicit assignment to a named person is what prevents responsibility from falling between the people involved.|Shared accountability is the diffusion being described. Adding a person layers on the same problem, and accepting distribution leaves nobody answerable.
disclosure-transparency|3|A team is asked whether they should tell customers that Claude helps handle their enquiries.|Decide it as a policy question, weighing customer expectations against the practice|Tell them, since customers have a right to know how their enquiries are handled|Do not tell them, since the handling quality is what matters to customers|Tell only the customers who seem likely to care about the question|Disclosure practice is a policy decision with legal, reputational and expectation dimensions. Deciding it deliberately is what makes it defensible.|Both blanket positions assert a conclusion without weighing the considerations. Selective disclosure by guessed preference is arbitrary and inconsistent.
bias-fairness|3|A team wants to check whether their Claude workflow treats people fairly and is unsure what to measure.|Define what fair means for this decision, then measure outcomes against it|Measure whether the same inputs produce the same outputs|Measure whether outcomes are equal across groups|Ask Claude to assess whether its own outputs appear to be fair|Fairness has several incompatible definitions and the right one depends on the decision. Choosing it is what makes measurement possible.|Consistency of outputs is a different property. Equal outcomes is one definition among several, and self-assessment is not independent.
acceptable-use|3|An associate wants to use Claude to help identify individuals from fragments of information found online.|Decline, since assembling identity from fragments about a private person is intrusive|Proceed, since each fragment is individually public|Proceed if there is a legitimate business reason|Proceed but do not retain the resulting identification|Aggregating fragments to identify a private individual is intrusive in a way the individual pieces are not. That aggregation is the concern.|The public-fragments argument is the misconception. A business reason does not authorise it by itself, and non-retention does not undo the identification.
ip-and-attribution|3|A team wants Claude to produce material closely modelled on a competitor's published guide.|Consider whether the result would reproduce protected expression|Proceed, since the underlying ideas are not protected|Proceed with the competitor's name removed|Proceed and have a lawyer review the result once it is finished|Copying protected expression rather than ideas is where the line sits. Considering that before producing the material is what avoids the problem.|The idea-expression distinction is real but is exactly what needs checking rather than assuming. Name removal does not address copying, and post-hoc review follows the work.
consequential-decisions|3|A team wants Claude to help assess which employees are at risk of leaving, for retention purposes.|Consider what the assessment would be used for and whether employees would be told|Proceed, since retention is beneficial for both the organisation and the employees|Proceed with employee names anonymised|Ask HR to review the assessments once they have been produced|Assessments about individuals need clarity on use and on whether the person is told. Those determine whether it is a legitimate practice at all.|Beneficial framing does not settle the question. Anonymisation defeats a retention purpose, and post-hoc review follows a decision already taken about the practice.
data-sensitivity|3|A team wants to reduce the sensitivity of a dataset before analysis and is considering several techniques.|Choose the technique based on what the analysis actually needs to preserve|Choose the technique that removes the most information|Choose whichever technique is quickest to apply|Apply several techniques so the data is protected in more than one way|The right technique preserves what the analysis needs while removing what it does not. Starting from the analysis is what makes the choice sound.|Maximum removal may defeat the analysis. Speed is not a criterion, and stacking techniques degrades utility without a rationale.
privacy-regulation|3|An associate is unsure whether an anonymised dataset is still personal data.|Consider whether individuals could be re-identified from it in practice|Treat it as non-personal, since the identifiers have been removed|Treat it as personal, since it originated from personal data|Ask the data protection team once the analysis has been completed|Anonymisation is judged by whether re-identification is reasonably possible, not by whether obvious identifiers were stripped. That is the test to apply.|Removing identifiers does not guarantee anonymity. Origin does not determine current status, and consulting afterwards follows the processing.
confidentiality|3|A team wants to use Claude on material marked confidential, and the marking was applied years ago by someone who has left.|Establish whether the material is still confidential rather than assuming either way|Treat it as confidential indefinitely|Treat it as no longer confidential given the passage of time|Ask a current team member whether they think it is still sensitive|Confidentiality has a lifespan that depends on the material and the obligation. Establishing the current position is what resolves it properly.|Assuming permanent confidentiality may block legitimate use. Assuming expiry risks a breach, and a colleague's impression is not the obligation.
accountability|3|A team's Claude-assisted output is challenged and the team cannot reconstruct how it was produced.|Establish a record of inputs and configuration so future output can be defended|Explain that the output was produced with AI assistance|Reproduce the output now and present that as the explanation|Accept that generated output cannot always be fully explained|Defensibility requires a record of what produced the output. Establishing that is what makes future challenges answerable.|Citing AI assistance is not an explanation. A fresh reproduction may differ, and accepting unexplainability abandons the accountability.
disclosure-transparency|3|A team is drafting a policy on when Claude use must be disclosed and is starting from what competitors do.|Start from what their own stakeholders would expect and what the law requires|Match whatever the competitors have published|Adopt the strictest policy any competitor has|Publish no policy until an industry standard emerges|A disclosure policy should follow legal requirements and stakeholder expectations. Competitor practice is context rather than a basis.|Matching or exceeding competitors substitutes their judgement for yours. Waiting for a standard leaves the practice ungoverned meanwhile.
bias-fairness|3|An associate is told their Claude workflow cannot be biased because it does not use any protected characteristics.|Explain that proxies can produce biased outcomes without the characteristic being used|Agree, since the characteristics are not among the inputs|Suggest testing outcomes across groups to confirm the claim|Suggest adding the characteristics so bias can be measured directly|Correlated proxies reproduce the effect of a characteristic that was never supplied. That is the mechanism the belief overlooks.|Agreeing accepts the misconception. Outcome testing is a good next step but the misconception is what needs correcting first, and adding characteristics is a separate and contested approach.
acceptable-use|3|A team wants to use Claude to automate responses to a regulator's enquiries.|Keep a person accountable for what is said to a regulator|Automate the routine enquiries and handle unusual ones manually|Automate the responses and have them reviewed before sending|Automate the drafting and let the regulator know AI was used|Statements to a regulator carry personal and organisational accountability. Keeping a person responsible for what is said is what the context requires.|Splitting by routineness still auto-responds to a regulator. Review before sending is closer but frames the system as the responder, and disclosure does not address accountability.
ip-and-attribution|3|A team wants to feed a licensed database's contents into Claude to answer internal questions.|Check whether the licence permits that use of the contents|Proceed, since the organisation pays for access to the database|Proceed for internal use only|Proceed but do not store the outputs|Database licences typically restrict how contents may be used and processed. Reading the licence is what establishes whether this use is permitted.|Paying for access does not grant unlimited use. Internal scope and non-retention are both assumptions about terms that have not been read.
consequential-decisions|3|A team's Claude-assisted process makes decisions that people can appeal, and appeals are upheld unusually often.|Treat the appeal rate as evidence the process needs examining|Accept it, since the appeal route is working as intended|Make the appeal process more demanding so fewer appeals are lodged|Review the appeals more carefully so that fewer of them are upheld|A high rate of upheld appeals is direct evidence that the underlying decisions are frequently wrong. That is a signal about the process.|Treating it as the appeal route working ignores what the rate indicates. Making appeals harder and upholding fewer both suppress the signal.
data-sensitivity|3|An associate wants to know how long conversation data containing sensitive information is retained.|Find out from the applicable terms and settings rather than assuming|Assume it is retained indefinitely|Assume it is deleted when the conversation is deleted|Ask Claude how long the conversation will be retained|Retention is determined by the terms and the account configuration. Establishing it factually is what allows the handling decision to be made properly.|Both assumptions guess at a documented position. The model cannot report on the service's retention configuration.
privacy-regulation|3|A team wants to use customer data for a purpose the privacy notice does not mention.|Update the notice and establish a basis before the new use begins|Proceed, since the customers already agreed to the privacy notice|Proceed and update the notice afterwards|Proceed with data from customers who have not objected to anything|A purpose outside what people were told needs the notice updated and a basis established first. Doing it afterwards does not cure the processing.|Prior agreement covers the stated purposes only. Retrospective updating and absence of objection are both after the fact.
confidentiality|3|A team's Claude output for one client contains a phrase that clearly came from another client's document.|Investigate how the material crossed between the two pieces of work|Remove the phrase and continue|Apologise to the affected client|Add an instruction preventing the model from mixing client material|A leak between clients indicates a structural problem in how the work is separated. Investigating the mechanism is what prevents recurrence.|Removing the phrase treats one instance. Apologising follows the investigation, and an instruction is a weak control against a structural problem.
accountability|3|A team is asked to demonstrate that their Claude-assisted process is under control.|Show the controls, the records and who is accountable for each part|Show the accuracy figures the team has collected|Explain that a person reviews every output before it is used|Describe how the workflow operates from start to finish|Demonstrating control means showing the controls themselves, the evidence they operate, and named accountability. That is what an assurance question is asking for.|Accuracy figures are one input. A claim about review is not evidence it operates, and a process description does not demonstrate control.
disclosure-transparency|3|An associate is writing a report and wants to know whether to say which parts Claude drafted.|Base it on what the report's readers need in order to evaluate it|Disclose every part that was drafted with assistance|Disclose nothing, since the associate takes responsibility for the whole report|Disclose it in a footnote regardless of what readers need|Disclosure serves the reader's ability to evaluate the work. Starting from that need determines what and how much to say.|Exhaustive disclosure and no disclosure both ignore the reader's actual need. A footnote by default applies a form without asking what it is for.
bias-fairness|3|A team finds their workflow performs less well for customers who write in non-standard English.|Treat the performance gap as a fairness issue affecting those customers|Ask those customers to write more clearly|Accept the gap, since the workflow performs well for most customers|Add an instruction telling the model to handle non-standard English carefully|A systematic performance gap affecting an identifiable group is a fairness problem, and naming it as such is what triggers the right response.|Asking customers to change puts the burden on those already disadvantaged. Majority performance does not excuse the gap, and an instruction is a tactic rather than the recognition.
acceptable-use|3|A team wants to use Claude to draft a document that will be submitted to a court.|Establish what the court requires be disclosed about how documents are prepared|Submit it, since the content is accurate and a lawyer has reviewed it|Submit it with a note that AI was used in its preparation|Ask the court informally whether AI-assisted drafting is acceptable|Courts increasingly have specific requirements about AI-assisted filings. Establishing what applies is what makes the submission compliant.|Accuracy and review do not address a disclosure requirement. A voluntary note may not meet the requirement, and an informal enquiry is not the rule.
ip-and-attribution|3|An associate wants to publish a dataset that Claude helped clean and structure.|Consider what rights apply to the underlying data before publishing it|Publish it, since the cleaning added value to the original data|Publish it with an acknowledgement of the tool used|Publish it under a permissive licence so others can use it freely|Rights in the underlying data govern whether it can be published at all, and processing does not change that. Establishing them is the prerequisite.|Adding value does not create a right to publish. Tool acknowledgement addresses a different question, and licensing presumes the right to license.
consequential-decisions|3|A team's Claude-assisted decisions affect individuals, and the team has never asked whether anyone has been harmed.|Establish a way for affected people to raise problems, and look at what comes back|Assume no harm has occurred since nobody has complained|Review a sample of decisions for signs of harm|Ask the team whether they are aware of anyone having been affected badly|Harm from consequential decisions is often invisible unless there is a route to report it. Creating that route and examining what arrives is what makes the question answerable.|Absence of complaints is not evidence of no harm when no route exists. Sampling and asking the team both look from inside the process.
data-sensitivity|3|A team is deciding how to handle a dataset that contains a small number of sensitive records among many ordinary ones.|Apply the sensitive handling to the whole dataset unless the records can be separated|Apply the sensitive handling only to the sensitive records|Apply ordinary handling, since the sensitive records are a small proportion|Remove the sensitive records and process the rest normally|A mixed dataset takes the handling of its most sensitive content unless the parts can genuinely be separated. That is the conservative and correct default.|Selective handling within a combined dataset is not achievable in practice. Proportion is not a criterion, and removal may destroy the analysis if those records matter.
privacy-regulation|3|A team wants to know whether they need a formal assessment before starting a new Claude-assisted process involving personal data.|Check the criteria that trigger one, since they are defined rather than a matter of judgement|Carry one out regardless, since it is good practice for any new process|Skip it, since the process uses data the organisation already holds lawfully|Carry one out after the process has been running long enough to see its real effects|Whether a formal impact assessment is required is determined by defined trigger criteria. Checking them answers the question rather than guessing at it.|Doing one reflexively spends effort without establishing necessity. Existing lawful holding does not exempt a new purpose, and a retrospective assessment defeats the point of assessing beforehand.
