# d6-03 — responsible use in practice
accountability|6.3|3|A team is asked who checked a particular Claude-generated figure before it was published, and nobody can say.|Establish a record of who checked what, since accountability needs to be traceable|Assume it was checked, since the team's process requires checking|Ask the team members whether any of them remembers checking it|Check the figure now and confirm that it was correct all along|Traceable accountability requires a record of who performed each check. Establishing that is what makes the question answerable in future.|Assuming the process was followed is what the question exposes. Recollection is unreliable, and confirming the figure now does not establish who checked it then.
data-sensitivity|6.2|3|An associate is asked to use Claude on data belonging to a different department that they have access to but no business need for.|Use only the data their own work requires, since access is not the same as need|Use it, since they have been granted access to the system it sits in|Use it and inform the other department afterwards|Use an anonymised extract of the other department's data instead|Access is provisioned broadly; the need-to-know principle is what governs use. Confining use to business need is the control.|Having access does not establish need. Informing afterwards follows the use, and anonymising does not create a business need.
confidentiality|6.2|3|A team wants to include real client examples in an internal training document produced with Claude.|Obtain permission or anonymise thoroughly enough that the client cannot be identified|Include them, since the document is only for internal use|Include them with the client's name replaced by a letter|Include them and mark the document as confidential|Client material used beyond its purpose needs permission or genuine anonymisation. Identifiability rather than naming is the test.|Internal circulation is still use beyond the engagement. Letter substitution rarely defeats identification, and a confidentiality marking does not authorise the use.
consequential-decisions|6.1|3|A team's process uses Claude to flag transactions as suspicious, and flagged customers have their accounts frozen automatically.|Separate the flag from the freeze so a person decides on the consequence|Improve the flagging accuracy so fewer legitimate customers are affected|Notify customers promptly when their account is frozen|Review frozen accounts within 24 hours so mistakes are corrected quickly|An automated flag driving an automatic consequential action removes the human decision. Separating detection from action restores it.|Better accuracy reduces frequency without restoring the decision. Notification and rapid review both follow a freeze that has already happened.
bias-fairness|6.4|3|A team wants to reduce bias in their workflow and proposes adding an instruction telling Claude to be fair.|Recognise that an instruction is not a control, and measure outcomes instead|Add the instruction, since it establishes the expectation clearly|Add the instruction and monitor for complaints|Add a stronger instruction specifying what fairness means in this context|Fairness is established by measuring outcomes, not by instructing the model. Recognising that instructions are not controls is the point.|Adding an instruction in any form leaves the outcome unmeasured. Complaint monitoring detects harm after it occurs.
disclosure-transparency|6.3|3|An associate is asked by a colleague whether a document they shared was written with Claude.|Answer honestly, since there is no reason to conceal it from a colleague|Say that it was a team effort|Ask why the colleague wants to know|Explain that the associate reviewed it thoroughly before sharing|A direct question deserves a direct answer, and evasion creates a problem where none existed.|A vague team-effort answer is misleading. Questioning the motive is evasive, and describing the review answers a different question.
acceptable-use|6.1|3|A team wants to use Claude to test whether their own systems can be tricked into revealing customer data.|Establish authorisation and scope in writing before any testing begins|Proceed, since the systems belong to the organisation|Proceed on a copy of the systems rather than the live ones|Proceed and report anything that is found to the security team|Security testing needs documented authorisation and scope even against your own systems. That is what distinguishes testing from an incident.|Ownership does not authorise an individual to test. A copy narrows the risk but not the authorisation question, and reporting follows unauthorised activity.
ip-and-attribution|6.3|3|A team is drafting a policy on whether generated content may be presented as the organisation's own work.|Decide it deliberately, since the answer affects contracts, marketing and client work|Allow it, since the organisation directed and paid for the work|Prohibit it, since generated content is not original work|Leave it to individual judgement on a case-by-case basis|Whether generated content may be presented as the organisation's own has contractual and reputational consequences. Deciding it deliberately is what makes practice consistent.|Both blanket positions assert an answer without weighing the consequences. Case-by-case judgement produces inconsistency in exactly the area needing consistency.
privacy-regulation|6.2|3|A team wants to keep a record of every Claude conversation for audit purposes, and conversations contain personal data.|Balance the audit need against retention limits and record the justification|Keep everything, since audit requirements take precedence|Keep everything but restrict access to the audit team|Keep summaries rather than full conversations|Competing obligations are resolved by weighing them and documenting the reasoning. That is what makes the retention decision defensible.|Asserting precedence skips the balance. Access restriction addresses a different risk, and summaries may be a good outcome but not the reasoning being tested.
accountability|6.3|3|A team wants to know what evidence they would need if a Claude-assisted decision were challenged in a year.|Decide now what to record, since the evidence has to exist before it is needed|Rely on the conversation history being available|Recreate the decision at that point using the same inputs|Keep a note of which decisions were made with assistance|Evidence for a future challenge has to be captured at the time. Deciding what to record now is what makes it available later.|Conversation history may not persist or may not capture inputs. Recreation produces a new result, and a bare note of tool use is not evidence about the decision.
data-sensitivity|6.2|3|A team discovers that sensitive data was pasted into Claude by a colleague who did not realise it was restricted.|Follow the incident process and address the training gap|Ask the colleague to delete the conversation|Note it informally and remind the team about data handling|Treat it as a minor issue since the data did not leave the organisation|A data handling breach follows the incident process, and the underlying cause is a knowledge gap worth addressing. Both parts matter.|Deletion does not undo the disclosure or record the incident. Informal handling bypasses the process, and minimising it skips both the process and the cause.
confidentiality|6.2|3|An associate wants to use Claude to summarise a document marked as restricted to a named group they belong to.|Confirm that using the tool keeps the material within the named group|Proceed, since the associate is a member of the named group|Proceed with the document's markings removed from the text|Proceed and avoid sharing the summary outside the group|Restriction to a named group constrains where the material may go, which includes systems. Confirming that is what keeps the restriction intact.|Membership authorises the person, not every destination. Removing markings conceals rather than complies, and controlling the summary does not address the input.
consequential-decisions|6.1|3|A team's Claude-assisted process affects individuals and has been running for a year without anyone reviewing its outcomes.|Review the outcomes now, since consequential processes need periodic assessment|Continue, since no problems have been reported during that time|Review the process design rather than its outcomes|Ask the people operating the process whether they have concerns|Processes affecting individuals need their actual outcomes examined periodically. A year without review is the gap the scenario identifies.|No reported problems is not evidence of good outcomes. Reviewing design does not reveal what happened, and operator perception is from inside the process.
bias-fairness|6.4|3|A team's fairness testing covers the groups they thought of, and someone points out a group they did not consider.|Extend the testing, since the omission is evidence the coverage was incomplete|Add that group and consider the testing complete|Explain that the original groups were chosen on a reasonable basis|Test the new group only if there is evidence of a problem affecting them|An omission surfacing this way indicates the coverage method missed things. Extending the testing addresses the method rather than the one instance.|Adding one group and stopping repeats the same partial approach. Defending the original selection ignores the finding, and requiring evidence first inverts the purpose of testing.
disclosure-transparency|6.3|3|A team's client asks for a description of the methods used on their engagement, and Claude was used throughout.|Describe its use accurately as part of the methods|Mention it only if the client raises AI specifically|Describe the methods without reference to the tools used|Say that standard industry tools were used in the engagement|A methods description that omits a tool used throughout is incomplete. Describing it accurately is what the client asked for.|Waiting for a specific question withholds part of the answer. Omitting tools and referring vaguely to industry standards both obscure the method.
acceptable-use|6.1|3|An associate is asked to use Claude to produce material that impersonates a named competitor's communications.|Decline, since material imitating another organisation's communications is deceptive|Proceed, since it is for internal competitive analysis only|Proceed if the material is clearly marked as a simulation|Proceed and destroy the material once the analysis is complete|Producing material that imitates another organisation's communications creates something that functions as an impersonation regardless of intent.|Internal purpose does not change what the material is. Marking changes the situation materially, and destroying it afterwards does not address its creation.
ip-and-attribution|6.3|3|A team wants to use Claude to translate a copyrighted work for internal distribution.|Check whether translation and internal distribution are permitted by the licence|Proceed, since translation creates a new work|Proceed, since the distribution is internal|Proceed and credit the original author in the translation|Translation is a restricted act and internal distribution is still distribution. The licence determines whether either is permitted.|The new-work argument misstates how translation rights work. Internal scope and attribution both assume permissions that have not been checked.
privacy-regulation|6.2|3|A team wants to use Claude on data about children, and the organisation has no specific policy on it.|Establish the additional protections that apply, since children's data is treated differently|Apply the organisation's general data handling policy|Anonymise the data and then proceed|Ask the parents for consent before processing the data|Children's data attracts heightened protection in most regimes. Establishing what applies is the prerequisite to any handling decision.|A general policy does not capture the heightened requirements. Anonymisation and parental consent are possible controls but presume the requirements are known.
accountability|6.3|3|A team's process is described in documentation that says a person reviews every output, and in practice reviews are skipped when busy.|Align the documentation with what actually happens, or make the practice match|Update the documentation to describe the review as a target|Ask the team to follow the documented process|Accept the gap, since the documentation describes the intended process|Documentation asserting a control that does not operate creates false assurance. Closing the gap in either direction is what restores honesty.|Softening the documentation without deciding the control is a partial answer. Instructing compliance without resourcing repeats the failure, and accepting the gap leaves the false assurance.
data-sensitivity|6.2|3|A team is deciding whether to allow Claude use on a category of data and has no way to monitor what people actually paste.|Combine clear guidance with technical limits rather than relying on guidance alone|Publish clear guidance and rely on people to follow it|Prohibit all use of Claude for that category of work|Allow it and address problems if they arise|Guidance alone does not constrain behaviour when nothing checks it. Pairing it with technical limits is what makes the control real.|Guidance without enforcement is the gap described. A blanket prohibition forgoes legitimate use, and reactive handling waits for a breach.
