# d7-04 — closing set on troubleshooting and optimisation
prompt-repair|7.1|3|A team's prompt works reliably except when the input it receives is unusually short, where it fails.|Handle the short-input case explicitly|Add a general instruction about handling inputs of varying length|Reject short inputs so the failure cannot occur at all|Pad short inputs until they reach a workable length|A failure tied to an identifiable input property is addressed by handling that property. The pattern points at the fix.|A general instruction has no specific target. Rejecting short inputs refuses valid work, and padding fabricates content.
context-problems|7.1|3|An associate supplies a glossary with their prompt and the model still misuses two of the terms.|Check whether those two terms are defined clearly enough in the glossary|Supply the glossary again in a different format so that the definitions are presented more clearly than they are in the current version being used|Remove the glossary since it is not resolving the terms|Ask the model to confirm it has read the glossary|Two specific terms failing while the rest work points at those definitions rather than at the glossary mechanism. Checking them is the direct step.|Reformatting addresses presentation rather than the definitions. Removing the glossary loses the rest, and a confirmation adds a round trip.
consistency-issues|7.2|3|A team's workflow gives one answer when run alone and a different one when run after other work in the same conversation.|Run it in a fresh context so prior conversation does not influence it|Ask the model to disregard the earlier conversation when it answers the question that the workflow puts to it during the course of the session|Accept the difference between the two ways of running it|Run it twice and compare the two sets of results|Accumulated conversation is an input that changes the result. Isolating the workflow in a fresh context removes that influence.|An instruction to disregard context competes with the context itself. Accepting the difference abandons reproducibility, and comparing measures rather than removes it.
refusals-and-limits|7.2|3|A team finds the model produces a shorter answer than requested when the topic is sensitive.|Consider whether the topic warrants the caution before pressing for length|Ask again more forcefully for the full length that was originally specified in the request|Split the request into parts and submit each separately|Move to a different tier that may respond more fully|Reduced output on a sensitive topic often reflects a substantive judgement. Considering whether it is warranted comes before pressing past it.|Pressing, splitting and switching tiers are all attempts to get around a response rather than to understand it.
efficiency-tuning|7.3|3|An associate's workflow costs little per run and runs far more often than anyone realised.|Look at the total, since frequency matters as much as unit cost|Reduce the cost per run so that the total falls in proportion to the saving achieved on each individual execution of the workflow|Accept the cost since each individual run is inexpensive|Move to a cheaper tier so the frequent runs cost less|Total cost is unit cost times frequency, and an unnoticed frequency is the variable that has been overlooked. Examining the total is what reveals it.|Optimising unit cost ignores the frequency that caused the surprise. Accepting it forgoes the finding, and a cheaper tier is one lever chosen before understanding the driver.
diagnosing-poor-output|7.1|3|A team's workflow began failing after a colleague made an undocumented change.|Find out what changed, since the timing points directly at it|Rebuild the workflow so that its current state is understood by everyone|Revert everything to the last known working backup|Add monitoring so future failures are detected sooner|A change immediately preceding a failure is the obvious first suspect. Establishing what it was is the fastest route to the cause.|Rebuilding and reverting both act without knowing what changed. Monitoring watches for future problems rather than explaining this one.
prompt-repair|7.1|3|A team's instruction to avoid jargon has made the output vague rather than accessible.|Give a list of terms that remain acceptable so precision survives|Ask for simpler language in addition to the existing instruction|Remove the jargon instruction so precision can return|Ask for definitions of any jargon used|A blanket ban removes vocabulary without supplying replacements, so the model reaches for imprecision. An allowed list keeps the words that carry meaning.|Adding a simplicity instruction compounds the problem. Removing the instruction abandons the goal, and inline definitions are a different technique.
context-problems|7.1|3|An associate's prompt includes an example that is now inconsistent with the current requirements.|Update the example, since it demonstrates the pattern the model will follow|Add an instruction explaining that the example is out of date and should not be followed exactly as it is written in the prompt|Remove all the examples so none of them can mislead|Add a newer example alongside the outdated one|Examples demonstrate the target and are followed. An inconsistent one actively teaches the wrong pattern, so it has to be corrected.|A correction note competes with the demonstration. Removing all examples loses the technique, and a second example creates a conflict.
consistency-issues|7.2|3|A team measured their workflow at 91% and again at 94% on the same fifty cases a month apart.|Treat the difference as within the noise of a fifty-case sample|Conclude that the workflow has improved and record the higher figure as the current level of performance the team can expect from it|Investigate what improved between the two measurements|Average the two figures and report the combined result|A three-point difference on fifty cases is well within ordinary variation. Recognising that prevents acting on noise.|Recording the higher figure and investigating an improvement both treat noise as signal. Averaging produces a number without addressing the imprecision.
refusals-and-limits|7.2|3|A team's workflow depends on the model doing something it does reliably today and may not always.|Design the workflow so a change in behaviour is detected rather than silent|Document the dependency so that the team knows what the workflow relies on if problems arise at some point in the future with the behaviour it depends on|Accept the risk since the behaviour is reliable today|Test the behaviour periodically to confirm it still holds|A dependency on unguaranteed behaviour needs detection, so that a change surfaces as a clear failure rather than as degraded output nobody notices.|Documentation records without detecting. Accepting the risk leaves it silent, and periodic testing is a partial form of the right answer without continuous coverage.
efficiency-tuning|7.3|3|An associate wants to cut cost and the only lever they have considered is the model tier.|Look at the prompt, the output length and the call pattern as well|Move to the cheapest tier that produces acceptable results for the workload|Accept the current cost as the price of the workflow|Reduce how much the team uses the workflow each month|Cost is driven by tier, input size, output size and frequency. Considering only one lever leaves most of the available saving untouched.|Optimising tier alone is the narrow view being tested. Accepting the cost and cutting usage both forgo capability rather than waste.
diagnosing-poor-output|7.1|3|A team's workflow produces good results that arrive too late to be useful.|Treat timeliness as part of the requirement rather than a separate concern|Improve the output quality further so that the results are more valuable when they do arrive and better justify the time taken to produce them|Accept the delay since the output quality is high|Reduce the scope so the workflow completes sooner|Output that arrives after it is needed has failed regardless of quality. Recognising timeliness as part of the requirement is the reframing.|Improving quality optimises the wrong dimension. Accepting the delay leaves the output useless, and scope reduction is a remedy chosen before the reframing.
prompt-repair|7.1|3|A team's prompt asks the model to be thorough and the output has become repetitive.|Replace the vague instruction with a specific requirement about coverage|Ask for shorter output so that the repetition is reduced along with the overall length of the response the model produces|Ask for less thorough output to reduce the repetition|Remove the repetitive passages manually|Thoroughness without a defined target is satisfied by length, which produces repetition. Specifying what must be covered replaces volume with substance.|Shortening compresses the repetition rather than removing it. Asking for less abandons the goal, and manual editing repeats forever.
context-problems|7.1|3|An associate's workflow supplies context that is correct but written for a different purpose.|Rewrite the context around what this task actually needs|Supply additional context explaining the current purpose|Remove the mismatched context from the prompt entirely|Ask more specific questions so the context matters less|Context assembled for a different purpose emphasises the wrong things. Rewriting it around the current task is what makes it useful.|Layering explanation on mismatched material adds volume. Removing it loses the information, and specific questions work around the mismatch.
consistency-issues|7.2|3|A team's outputs vary and they have never checked whether their inputs vary in the same way.|Check the inputs first, since output variation often traces to input variation|Add an instruction asking for consistent output so that the responses become more uniform across the different runs of the workflow|Accept the variation as inherent to generated output|Run each input several times and compare the results|Input variation is the most common and most checkable explanation for output variation. Ruling it in or out comes first.|An instruction cannot make varied inputs produce uniform outputs. Accepting the variation skips the check, and repeated runs measure without explaining.
refusals-and-limits|7.2|3|A team wants to know whether a limitation they have hit is about the task or about how they framed it.|Try a materially different framing of the same task|Try the same framing again to see whether the limitation appears consistently across repeated attempts at the request they are making|Move to a stronger tier so the limitation is not hit|Ask the model whether the limitation is about the framing|Testing a different framing distinguishes a task limitation from a framing one, which determines whether a workaround exists.|Repeating the same framing tests stability rather than the hypothesis. A stronger tier changes a different variable, and self-report is unreliable.
