# d3-04 — product and model selection: fit, tier and surface, ladder set
surface-selection|2|An associate needs a quick answer about a topic requiring no documents or history.|Just ask in a plain conversation and then move on|Create a Project so the answer is kept for later|Attach related documents so the answer is grounded|Use a scheduled task so it can be repeated later|A one-off question with no context needs no structure around it, and the setup would cost more than the answer is worth.|A Project, attachments and scheduling all add machinery for a question that will not recur.
projects-vs-chat|2|A team asks the same kinds of question about the same five documents every week.|Put the documents in a Project the team shares|Attach the five documents to each conversation|Paste the relevant passages into each question|Keep one long conversation and add to it weekly|Recurring questions against stable documents is exactly what a Project is for, since the material is then always present.|Re-attaching and pasting repeat work every week, and one long conversation grows until earlier material falls out of reach.
model-tiers|2|An associate asks what ought to decide which model tier a particular task uses.|What the task actually demands of the model itself|The tier the rest of the team is already using|The newest tier that is currently available to them|The tier that costs the least to run at volume|Tier choice is a fit question, so the difficulty of the task is what settles it rather than habit, novelty or price alone.|Team habit, recency and cost are all inputs to the decision rather than the thing being matched.
cost-latency|2|A team's overnight batch finishes at three in the morning and is needed by eight.|Latency is not the constraint here, so optimise cost|Optimise latency, since faster is always better|Optimise both equally, since both always matter|Leave it alone, since the job already completes|With five hours of slack, speed buys nothing, which makes cost the dimension worth working on.|"Faster is better" ignores that the deadline is already met, splitting effort spends on a non-constraint, and leaving it alone forgoes an available saving.
capability-matching|2|A team needs a model to extract three fixed fields from a standard printed form.|A cheaper tier is likely to be sufficient here|The strongest tier, since accuracy matters most|The strongest tier, since forms vary in practice|Whichever tier the team already has configured|A narrow, well-defined extraction is the kind of task cheaper tiers handle reliably, so paying for more capability buys little.|Accuracy concerns are addressed by testing rather than by always buying the top tier, and existing configuration is not a fit argument.
feature-fit|2|An associate wants a colleague to interact with a result rather than just read about it.|Produce it as something the colleague can use|Write a rather longer explanation of the result|Send the conversation that produced the result|Summarise the result in a short written message|When the point is for someone to explore a result, a thing they can interact with does what prose cannot.|More prose, the source conversation and a summary are all still reading rather than using.
scaling-decisions|2|A pilot ran on fifty items and the team now wants to run five thousand a week.|Check what changes at that volume before scaling|Scale up, since the pilot worked at fifty items|Scale up gradually and watch for any problems|Rerun the pilot on a hundred items to be sure|A hundredfold increase changes cost, latency and the range of inputs met, and checking those is what makes the scale-up informed.|Assuming the pilot generalises is the risk, gradual scaling discovers problems in production, and doubling the pilot tests none of the volume effects.
projects-vs-chat|2|An associate has a document they will use once and never look at again afterwards.|Attach it to the conversation rather than a Project|Add it to a Project so it is available later on|Create a new Project just for that one document|Paste its full text into the conversation instead|A Project is for material that recurs, and a single-use document belongs with the single conversation that uses it.|Adding it to a Project or creating one clutters the knowledge base, and pasting a full document wastes the room it occupies.
cost-latency|2|A team's costs are driven by one workflow and they do not know which one it is.|Break the spend down by workflow before acting|Reduce usage across every workflow proportionally|Move every workflow to a cheaper tier all at once|Cap the total spend and let the workflows compete|An undiagnosed bill is fixed by finding where the money goes, since one workflow usually dominates and the rest are noise.|Across-the-board cuts penalise workflows that cost little, a blanket tier move risks quality everywhere, and a cap defers the diagnosis.
capability-matching|2|A task requires holding several conditions in mind at once and applying them together.|A stronger tier, since the reasoning is the demand|A cheaper tier, since the conditions are written down|A cheaper tier with a longer, more detailed prompt|Whichever tier is fastest, since the task is short|Combining several conditions is reasoning work, and that is the dimension stronger tiers actually differ on.|Written conditions still have to be held together, prompt length does not supply reasoning, and speed is not the constraint here.
