# d4-02 — integration design, adoption, value, failure handling
team-adoption|4.5|3|A team lead announces that everyone should start using Claude. Three weeks later most people have not tried it.|Give people a specific task to try it on|Send a follow-up message restating the importance of adopting the new tool and explaining the benefits the organisation expects to see from it across the coming quarter|Arrange a training session covering the tool's main features and how to write effective prompts for the kinds of work the team does|Wait longer, since adoption of new tools takes time to build|A general instruction gives people nothing to act on. A specific first task removes the blank-page problem that stalls adoption.|Restating importance adds pressure without direction. Feature training answers a question nobody has asked yet, and waiting assumes the obstacle resolves itself.
measuring-value|4.2|3|A team reports that Claude reduced their document turnaround from five days to two. The five-day figure came from memory.|Check the five-day figure against records|Report the improvement as stated, since the team who did the work are best placed to know how long it used to take them before the new workflow was introduced|Present the figure with a caveat noting that the baseline was estimated|Round the improvement down to be conservative|A before-and-after claim rests entirely on the baseline. If that number is recalled rather than measured, the improvement is unverified.|Practitioner recall is systematically unreliable. A caveat publishes an unverified figure, and rounding does not make an unmeasured baseline sound.
tool-integration|4.4|3|An associate wants Claude to update records in a system where a wrong update cannot be undone.|Have Claude propose the update for a person to apply|Build the integration with a confirmation dialogue so the person applying the change sees what will happen before the update is written to the irreversible system|Write updates to a staging area first and copy them across after a nightly review of everything that has been queued|Log every update so wrong ones can be identified afterwards|Irreversibility means the human decision must come before the write. Proposing rather than acting keeps the accountable decision with a person.|A confirmation dialogue is close but still frames the model as the actor. Staging adds delay without changing who decides, and logging identifies damage after it is done.
failure-modes|4.4|3|A team's workflow depends on a single prompt that has not been changed in eight months and is not stored anywhere except the Project.|Back up the configuration somewhere outside the tool|Document what the prompt does so it could be rebuilt if it were ever lost|Keep a copy in the personal notes of the person who wrote it, so there is at least one additional copy available if something goes wrong|Accept the risk since the Project is unlikely to be deleted|A working prompt is an asset with a single point of failure. Backing it up outside the tool is the direct fix.|Documentation describes rather than restores. A personal copy recreates the single-owner problem, and dismissing the risk ignores accidental deletion.
process-mapping|4.1|3|A team maps their process and finds that two of nine steps consume 70% of the elapsed time.|Focus the effort on those two steps|Apply Claude across all nine steps so the whole process benefits from the improvement|Reduce the number of steps by combining the ones that are quick|Start with the step the team finds most frustrating|Effort spent where the time is produces proportionate returns. Two steps holding 70% of elapsed time is where the leverage sits.|Spreading effort across nine steps dilutes it. Combining fast steps changes the diagram without changing the duration, and frustration is unrelated to elapsed time.
human-in-the-loop|4.4|3|A team's review step catches formatting problems reliably and has never caught a factual error.|Check whether reviewers have access to the sources|Add a factual accuracy criterion to the review checklist so reviewers know they are expected to check claims as well as presentation when they look at each document|Accept that formatting is what this review is for and add a separate factual check later in the process when there is capacity to resource it|Ask reviewers to spend rather longer on each item they look at|A review that only catches presentation usually lacks what it needs to check substance. Whether reviewers can even reach the sources is the first question.|Adding a criterion without the sources asks for an impossible check. Deferring accepts the gap, and more time does not supply missing inputs.
automation-boundaries|4.4|3|An associate proposes automating a step where the input is a free-text complaint that sometimes contains safeguarding concerns.|Keep a person in the path for this step|Automate it with an instruction telling Claude to flag anything that appears to raise a safeguarding concern so those cases can be escalated to a person for review|Automate the routine complaints and route only the ones the model is uncertain about to a human reviewer for a closer look|Automate it and audit a monthly sample of the decisions|Safeguarding content carries consequences that a missed detection cannot be recovered from. That places it outside what should run unattended.|Model flagging misses what it does not recognise. Uncertainty routing relies on the same limitation, and monthly audits find missed cases far too late.
handoffs|4.4|3|A workflow passes Claude's output to a second Claude step. When the first step returns an unexpected shape the second fails confusingly.|Validate the shape at the boundary between steps|Add an instruction to the second step telling it to handle whatever input it receives as gracefully as it can and to continue processing where possible|Combine the two steps into a single request so there is no boundary between them where a shape mismatch could occur in the first place|Rerun the whole workflow whenever the second step fails|Chains need contracts at their boundaries. Checking shape converts a confusing downstream failure into a clear, local one.|Graceful handling masks bad input. Merging removes the checkpoint, and blind reruns treat a deterministic problem as noise.
repeatability|4.3|3|A team runs the same analysis monthly. Each month someone rewrites the prompt slightly and the outputs are not comparable across months.|Fix the prompt and change only the data|Ask people to note what they changed each month so the differences between outputs can be understood when the months are compared against one another later|Compare only the most recent two months, since those are most likely to have been produced using similar prompts and are therefore roughly comparable|Accept that month-to-month comparison is not possible|Comparability across periods requires holding the method constant. Fixing the prompt is what makes the data the only variable.|Change logs explain incomparability without removing it. Limiting the comparison window accepts the defect, and abandoning comparison forfeits the analysis.
measuring-value|4.2|3|A team's workflow is popular with staff but has produced no measurable change in any business outcome.|Establish which outcome it was meant to move|Continue the workflow, since staff satisfaction is itself a valuable outcome and the people using it clearly find that it makes their working day better|Discontinue it, since a workflow that does not move a business outcome is not delivering value|Measure more outcomes until one shows a change|Popularity without an outcome usually means the intended outcome was never named. Establishing it is what makes the value question answerable.|Treating satisfaction as the outcome may be right but should be a stated goal. Discontinuing acts before diagnosing, and measuring until something moves invites a spurious finding.
