# d4-07 — workflow integration: dependencies, standards and contested calls
process-mapping|2|A team has five processes they could improve and asks which one they should start with.|The one where an improvement would matter the most|The one that would be the easiest to change quickly|The one that the team already understands the best|The one that currently has the most steps in it|Effort is finite, so it belongs where the improvement changes the most, and that is a question about impact rather than convenience.|Ease, familiarity and step count all describe how comfortable the work would be rather than what it would achieve.
automation-boundaries|2|An associate is asked what has to be true before a step can be automated at all.|The step's rules can be stated clearly enough|The step is currently taking too long to perform|The step is performed by more than one person|The team has the budget available for the work|Automation encodes a rule, so a step whose rules cannot be written down cannot be automated however desirable it is.|Duration, headcount and budget describe whether it is worth doing rather than whether it can be done.
failure-modes|2|A team is asked what their workflow should do when a downstream system is unavailable.|Hold the work and retry once the system is back|Discard the work and let the sender resubmit it|Carry on and simply skip the unavailable system|Fail the whole run so the problem is made visible|A temporary outage is recoverable, so holding the work preserves it until the system returns rather than losing or bypassing it.|Discarding pushes the cost onto the sender, skipping produces incomplete results, and failing the run treats a transient problem as permanent.
tool-integration|2|A team's workflow needs credentials to reach another system and asks where to keep them.|In the credential store the organisation provides|Written inside the workflow's own configuration file|With the person who originally set the integration up|In a shared document that the team can all reach|A managed credential store is what makes access controllable, auditable and revocable without editing the workflow.|Configuration files get copied and shared, an individual becomes a dependency, and a shared document widens access to everyone who can open it.
handoffs|2|A workflow's output is passed on and the receiving person cannot tell how recent it is.|Include the time at which the output was produced|Assume the recipient knows that it is current|Ask the recipient to check the date if it matters|Only send the output on the day it was produced|Recency changes how an output should be used, so stating it is what lets the receiver judge.|Assuming knowledge is how stale data gets acted on, asking them to check pushes the work downstream, and a same-day rule constrains the process without answering.
human-in-the-loop|2|A team asks whether a person needs to see every output or only some of them.|It depends on what a missed error would actually cost|Every output, since any of them could be wrong|Only a sample, since checking everything is slow|Only the outputs the workflow flags as uncertain|Review is a cost paid against risk, so the consequence of an error getting through is what sets how much of it to do.|Reviewing everything and sampling are each right in different conditions, and self-flagged uncertainty is a signal the workflow may not produce reliably.
team-adoption|2|A new joiner asks how they are supposed to learn to use the team's workflow.|Written instructions kept alongside the workflow|Sitting with whoever has used it for the longest|Working it out from the prompts themselves alone|Asking questions in the team channel as they arise|Instructions that live with the workflow are available to everyone at any time and survive the departure of whoever knows it best.|Shadowing depends on someone's availability, reverse-engineering is slow and error-prone, and channel questions repeat the same answers indefinitely.
measuring-value|2|A team is asked to prove their workflow works and offers a demonstration of it running.|A demonstration shows it runs, not that it works|A demonstration is sufficient evidence that it works|A demonstration is sufficient if it uses real data|A demonstration proves nothing at all about a workflow|Running successfully once shows the mechanism functions, while working means it produces the right result across the inputs it will meet.|A single successful run is the weakest possible evidence, real data in one run is still one run, and dismissing demonstrations entirely overstates it.
repeatability|2|A team's workflow works and only one person knows the order that the steps run in.|Write the order down where the team can find it|Have that person run the workflow every single time|Ask that person to explain it whenever it is needed|Trust that the order is obvious from the steps|A workflow that depends on one person's memory stops working the day they are unavailable, and writing it down is the cheapest fix.|A single operator is a bottleneck and a risk, on-demand explanation depends on availability, and obviousness is what the situation already disproves.
process-mapping|2|An associate is mapping a process and two people describe the same step quite differently.|Watch the step being performed by each of them|Take the description from the more senior person|Combine the two descriptions into a single one|Take whichever of the two descriptions is more detailed|Two descriptions of one step usually means it is genuinely performed two ways, and watching is what shows what actually happens.|Seniority, merging and detail all pick between accounts without checking either against the work itself.
