# d5-01 — project setup, knowledge curation, custom instructions
projects-setup|5.1|3|An associate is setting up a Project for a recurring analysis and is unsure what belongs in the instructions versus what belongs in each request.|Put what stays constant in the instructions and what changes in the request|Put everything in the instructions so that each request can be as short as possible and users do not need to remember what to include when they come to use it|Put everything into each individual request rather than the instructions|Put the instructions in both places so that they are reinforced and the model is more likely to follow them consistently across the different requests it receives|Configuration holds the invariant part and the request carries the variable part. That division is what makes a Project reusable without re-explaining the task.|Loading everything into instructions leaves no room for the variable input. Putting everything in the request abandons the Project, and duplication creates two places to maintain.
project-knowledge|5.1|3|A team uploads twelve documents to a Project. Four are current policies and eight are drafts that were never adopted.|Remove the drafts, since knowledge that was never adopted will still be treated as authoritative|Label the drafts clearly so the model can tell which documents represent adopted policy and which were superseded before they were ever put into effect|Keep all twelve of the documents there for the sake of completeness|Add an instruction telling the model to prefer the current policies over the drafts|Everything in project knowledge is treated as available context. Unadopted drafts will be drawn on as readily as policy, so removal is the reliable fix.|Labels and preference instructions both rely on correct selection every time. Completeness is not a virtue when the extra content is wrong.
custom-instructions|5.3|3|A team's project instructions run to three pages and people have noticed that recently added rules seem to have less effect than older ones.|Consolidate around the rules that matter, since a long instruction set dilutes each rule|Move the newer rules to the top of the instructions so that they are encountered first and carry more weight in how the model interprets the whole set|Split the instructions across two Projects|Repeat the newer rules at both the beginning and the end of the instructions|Instructions compete for attention, and a three-page set dilutes everything in it. Consolidating restores the leverage each remaining rule has.|Reordering and repetition redistribute attention within a bloated set. Splitting fragments the workflow rather than simplifying the instructions.
knowledge-hygiene|5.4|3|A Project has accumulated documents over eighteen months and nobody has ever removed one.|Establish a review cadence so knowledge is curated rather than only added to|Remove the documents that are obviously out of date now|Add newer documents so the current material outweighs the older material in the overall body of knowledge the Project holds|Ask people to be more selective about what they upload in future|Project knowledge is a curated set that degrades without maintenance. A review cadence is what turns curation into a process rather than a one-off cleanup.|A one-time cleanup fixes today and leaves the pattern. Adding more material dilutes rather than curates, and asking for selectivity does not address what is already there.
context-limits|5.4|3|An associate notices their Project's answers have become less precise since they added a large reference manual to its knowledge.|Check whether the manual is needed for the questions actually being asked|Move to a model with a larger context window so that the manual can be included|Ask more specific questions of the Project when using it|Split the manual into sections and upload only the section that relates to whatever question is being asked at the time it is needed|More context is not automatically better, and irrelevant material competes with what matters. Checking whether it earns its place is the first question.|A larger window accommodates the problem rather than solving it. More specific questions work around it, and manual section selection is a workaround for an unexamined inclusion.
sharing-collaboration|5.4|3|A team shares a Project and one member keeps changing the instructions to suit their own preferences.|Agree who owns the configuration and how changes get made|Ask that person to consult the team before making further changes to the shared instructions that everyone else depends on for their own work|Give that person a separate Project of their own|Revert the instructions each time they are changed so that the configuration returns to the version the team originally agreed on together|Shared configuration without an ownership model means every user is an editor. Establishing ownership is the governance fix rather than an interpersonal one.|A request relies on goodwill. A separate Project addresses one person, and reverting is an ongoing conflict rather than a resolution.
organisation|5.4|3|An associate has fourteen Projects and cannot remember which one holds the documents they need.|Adopt a naming and scoping convention so the right Project is identifiable|Search across all fourteen Projects whenever they need to find something|Consolidate everything into one Project|Keep a separate note listing what each of the fourteen Projects contains|Findability comes from consistent naming and clear scope. That scales, whereas memory and external indexes do not.|Searching everywhere is the symptom. Consolidation destroys the isolation Projects provide, and an external index is another thing to maintain.
project-knowledge|5.1|3|A team's Project answers questions well but occasionally cites a document that was uploaded for a different purpose entirely.|Scope the Project to one purpose so unrelated documents are not in play|Add an instruction telling the model which documents are relevant to which kinds of question|Ask questions that specify which document should be used|Remove the document that is being cited inappropriately|Everything in a Project is in scope for every question. Matching the Project's scope to a single purpose is what prevents cross-contamination structurally.|Routing instructions and per-question specification both rely on correct selection. Removing one document leaves the pattern for the next one.
custom-instructions|5.3|3|A team wants their Project to behave one way for drafting and another way for reviewing, and the instructions currently describe both.|Use two Projects, since standing instructions apply to every response in one|Write conditional instructions describing when each behaviour applies|Ask users to state which of the two modes they want|Alternate the instructions depending on which kind of work the team is doing during any particular week of the month|Standing instructions apply to everything. Two genuinely different behaviours belong in two Projects rather than in a conditional that must be resolved correctly each time.|Conditional instructions ask the model to classify every request. Per-request mode selection puts the burden on users, and alternating serves neither purpose well.
knowledge-hygiene|5.4|3|A Project contains a document that is correct but describes a process the team stopped following six months ago.|Remove it, since a correct description of an abandoned process is still misleading|Keep it as a historical record so the team can refer back to how the process used to work if they ever need to understand a decision made under the old approach|Add a note to the document saying the process is no longer followed|Keep it and add an instruction telling the model that the process described in that document is no longer current and should not be recommended to users|Accuracy about the past is not relevance to the present. A document describing an abandoned process will be drawn on as guidance unless removed.|Historical records belong somewhere other than active knowledge. Notes and instructions both rely on the qualification being applied every time.
