# d7-06 — troubleshooting: isolating causes, staleness and cost of tuning
prompt-repair|2|A prompt produces good content in the wrong format every single time.|Show the format wanted as a small worked example|Describe the format in more words than before|Reformat each answer by hand after it comes back|Ask for the format to be followed more closely|A format is easier to show than to describe, and a small example removes the ambiguity a description leaves behind.|More description restates the same ambiguity, hand-reformatting repeats every time, and asking for closer adherence names no target.
diagnosing-poor-output|2|An answer includes a confident statement the associate knows to be wrong.|Correct it and check the rest of the answer too|Correct that statement and use the rest as it is|Discard the entire answer and start the task again|Ask the model whether the statement is correct|One confident error suggests others may be present, so the rest of the answer is now something to check rather than something to trust.|Fixing one error and trusting the rest assumes it was isolated, discarding everything wastes usable work, and asking the model to grade itself is not a check.
efficiency-tuning|2|An associate spends more time editing outputs than they would have spent writing from scratch.|Put what they keep editing into the prompt itself|Stop using the model for that particular task|Accept the editing as the cost of using a model|Ask for shorter outputs so there is less to edit|Repeated edits are a specification the prompt is missing, and moving them into it is what stops them recurring.|Abandoning the task gives up a fixable problem, treating editing as unavoidable ignores the pattern, and shorter outputs cut volume rather than the mismatch.
context-problems|2|A conversation started about one project and has gradually drifted onto a second one.|Start a separate conversation for the second project|Continue, since both projects are the associate's work|Say clearly which project each question is about|Summarise the first project before moving on to it|Two projects in one conversation make every answer draw on both, and separating them restores the narrower context each needs.|Shared ownership is not shared context, labelling each question depends on remembering it, and a summary does not remove the other project's material.
consistency-issues|2|An associate's outputs are consistent with each other but consistently miss one required element.|Add that element to the prompt as a requirement|Add the missing element by hand after each output|Ask the model why the element keeps being left out|Accept it, since the rest of the output is right|A consistently missing element was never asked for, and adding it to the prompt is what makes it appear every time.|Manual addition repeats forever, asking the model to explain its omission produces a story rather than a fix, and accepting it leaves the output incomplete.
refusals-and-limits|2|An associate asks for something the model says it does not have access to.|Supply the information the model cannot reach|Ask again in case the answer comes out different|Ask the model to estimate the missing information|Treat the task as impossible and abandon it now|A tool that cannot reach something can still use it once it is provided, which turns the limit into an input step.|Re-asking does not create access, an estimate substitutes invention for data, and abandoning the task gives up on a solvable gap.
diagnosing-poor-output|2|The model produces a good answer to a question the associate did not actually ask.|Read the prompt back and see what it actually asked|Ask the question again in a much more direct way|Explain that the answer was not what was wanted|Add more context so the intent becomes clearer|An answer to the wrong question usually means the prompt asked that question, and reading it back is what shows where.|Re-asking may reproduce the same wording, saying it was wrong does not identify the cause, and more context around an unclear ask leaves the ask unclear.
prompt-repair|2|A prompt asks the model to "review" a document and the output comes back as a summary.|State what the review is supposed to look for|Use the word "review" more emphatically in the prompt|Ask for a review rather than a summary explicitly|Provide the document in a different format entirely|"Review" covers many things, and naming what to look for is what turns it into a specific task.|Emphasis does not narrow a broad word, contrasting it with "summary" says what it is not, and format is unrelated to the ambiguity.
efficiency-tuning|3|A team's process runs Claude twice, once to draft and once to check the draft.|Keep both, since the check catches real errors|Merge them, since a single pass can do both jobs|Drop the check, since it doubles the work involved|Drop the draft and check human writing instead|A separate check looks at the draft as something to evaluate rather than something to continue, which is why it finds what the first pass missed.|Merging returns to a single pass that grades itself, dropping the check removes the safeguard, and checking human writing solves a different problem.
context-problems|3|An associate finds their long conversation has become slow and noticeably less accurate.|Move the remaining work into a fresh conversation|Continue, since the conversation holds the history|Delete the earlier messages from the conversation|Ask the model to be more accurate from now on|A conversation that has grown too long is best restarted with the conclusions carried across, since the length is itself the cause.|The history is what is causing the problem, deleting messages loses the record, and an instruction cannot recover context that is out of reach.
consistency-issues|3|Two runs of the same prompt classify the same borderline item differently each time.|Define what makes the borderline case fall each way|Run it three times and take the majority answer|Treat borderline items as needing human review|Accept the variation, since the case is genuinely unclear|A borderline case varies because the criteria do not reach it, and extending them is what makes the classification decidable.|Majority voting hides the ambiguity behind repetition, routing all borderline cases to a person forgoes an easy criterion, and accepting it leaves the boundary undefined.
refusals-and-limits|3|A model produces an answer and then adds that its information may be out of date.|Check the point against a current source of information|Ignore the caveat, since the answer looked complete|Ask the model for the most recent information it has|Remove the caveat before passing the answer on|A staleness caveat is a specific warning about a specific claim, and confirming it against something current is what resolves it.|Ignoring the warning is exactly what it exists to prevent, asking for its most recent information does not add anything newer, and removing the caveat hides the uncertainty.
prompt-repair|3|A prompt works for one associate and produces noticeably worse results for a colleague.|Compare what each of them supplies alongside it|Rewrite the prompt to be clearer for both of them|Have the first associate run all of the requests|Accept it, since prompting skill varies between people|The same prompt with different inputs is the likely difference, and comparing what each person supplies is what identifies it.|Rewriting treats an unconfirmed cause, routing work through one person creates a bottleneck, and attributing it to skill assumes the conclusion.
diagnosing-poor-output|3|An associate cannot tell whether an output's weakness is the prompt or the source material.|Run the same prompt on material known to be good|Rewrite the prompt and see whether the output improves|Ask the model which of the two is the problem|Improve both the prompt and the material together|Holding the prompt fixed and changing the material isolates which one carries the fault, which is what makes the next fix targeted.|Changing the prompt tests one hypothesis while leaving the other confounded, the model has no view of its inputs' quality, and changing both leaves the cause unknown.
efficiency-tuning|3|A team is asked to reduce how much they paste into each prompt without losing quality.|Cut the material that has never changed an answer|Cut the longest of the documents from every prompt|Summarise all of the material before pasting it in|Cut the material added most recently to the prompt|Volume is worth paying for where it changes the answer, so the material to cut is what has demonstrably never made a difference.|Length is not a measure of contribution, summarising everything loses detail indiscriminately, and recency says nothing about usefulness.
