# d4-04 — closing set on workflow integration and solution design
human-in-the-loop|4.4|3|A team is designing a workflow and must decide whether the human checkpoint reviews every item or only the ones that meet certain conditions|Define conditions tied to what an error would cost, and review those items fully|Review everything, since conditions may not capture every case where an error would matter and full coverage is the only way to be certain nothing important is missed|Review a fixed proportion of the items that come through|Review whatever the reviewer has time for on any given day, adjusting the proportion up or down|Conditional review tied to consequence concentrates the available attention where errors cost most, which is what makes limited review capacity effective.|Reviewing everything is the unsustainable pattern this question is about. A fixed proportion ignores stakes, and capacity-driven review lets workload set the control.
process-mapping|4.1|3|A team's process has one step that fails often and one step that fails rarely but catastrophically|Weigh frequency against consequence rather than addressing whichever fails more often|Address the frequently failing step first, since it disrupts the process regularly and fixing it will produce the most visible improvement to how the process runs day to day|Address the catastrophic step first because of its severity|Address both steps at the same time so that neither of the two problems is left outstanding|Risk is frequency times consequence, and neither dimension alone determines priority. Weighing both is what produces a defensible ordering.|Prioritising by frequency ignores severity. Prioritising by severity ignores exposure, and doing both at once avoids the prioritisation the question is testing.
automation-boundaries|4.4|3|An associate is asked whether a step should be automated, and the step currently takes forty minutes a day across the team|Ask what the step's errors would cost before deciding on the time saving alone|Automate it, since forty minutes a day across a team is over three working weeks a year and that is a substantial saving to leave on the table indefinitely|Automate it if the automation can be built quickly enough|Leave it manual, since forty minutes spread across a team is a small amount per person and does not justify the effort of building and maintaining an automation|Automation decisions weigh the saving against what automated errors would cost. The time figure is only half of the input.|Deciding on the time saving alone in either direction omits the risk side. Build speed is a cost consideration rather than a decision criterion.
failure-modes|4.4|3|A workflow's most likely failure is that the model produces plausible output from an input it did not fully receive|Check that the input arrived complete before the output is produced or used|Add a review step that reads the output carefully to identify anything that looks as though it might have been produced from incomplete information during the run|Choose a stronger model so the problem occurs less often|Ask Claude to state whether it received the complete input|Truncated input producing plausible output is only caught by verifying the input, since the output gives no signal. That check has to be upstream.|Reviewing output cannot detect what was never there. A stronger model produces more plausible output from partial input, and self-reported completeness is unreliable.
repeatability|4.3|3|A team wants their workflow to produce the same result if it is run again in six months with the same inputs|Pin the configuration and record it, since defaults and models change over time|Document the workflow thoroughly so that it can be reconstructed in six months if anyone needs to reproduce the result that was originally obtained from it|Save the output somewhere so it can be consulted later|Run the workflow again now and confirm that it produces the same result|Reproducibility over time requires pinning what varies and recording it. Models and defaults change, so an unpinned workflow drifts.|Documentation describes without pinning. Saving output preserves a result rather than the ability to reproduce it, and a repeat run today says nothing about six months out.
tool-integration|4.4|3|A team's workflow reads from a system whose owners are planning a change to its data format next quarter|Agree the change with them and adapt before it lands, rather than after|Wait until the change happens and fix the workflow at that point|Build the workflow so that it accepts both of the formats|Ask the system owners to delay their change until the team has had time to prepare the workflow for the new format they intend to introduce|A known upcoming change is something to coordinate around. Adapting before it lands avoids an outage that is entirely predictable.|Waiting guarantees a break. Accepting both formats adds permanent complexity for a transition, and asking others to delay is not within the team's control.
measuring-value|4.2|3|A team wants to demonstrate their workflow's value but the benefit is that a rare expensive mistake no longer happens|Express the value as the expected cost avoided, with the frequency and cost stated|Report that the mistake has not occurred since the workflow was introduced|Report the time saved by the workflow instead of the value|Wait until enough time has passed to show a statistically meaningful reduction in the rate at which the expensive mistake occurs across the organisation|Prevention value is expressed as expected cost avoided, which makes both the frequency and the consequence explicit and lets a reader judge the estimate.|Absence over a short period is weak evidence for a rare event. Time saved measures something else, and waiting for statistical significance on a rare event takes years.
team-adoption|4.5|3|A team's workflow requires people to trust it with work they consider high-stakes, and adoption has stalled at the low-stakes cases|Treat the low-stakes adoption as the evidence base for extending upward|Encourage people to try it on higher-stakes work so that they can see for themselves that it performs just as well there as it does on the simpler cases|Mandate its use on the high-stakes work as well as the rest|Accept the current split, since using it on low-stakes work|Accumulated low-stakes performance is exactly the evidence that justifies extending scope. Using it deliberately turns caution into a staged rollout.|Encouragement without evidence asks for trust. Mandating removes the judgement, and accepting the split forgoes the value where it is largest.
handoffs|4.4|3|A workflow's two steps are owned by different people who each optimise their own step, and the overall result has got worse|Measure and optimise the end-to-end result rather than each step separately|Ask both owners to coordinate their changes so that improvements to one step do not create problems for the other step in the sequence|Combine both of the steps under a single named owner|Add a third step that corrects whatever problems arise from the interaction between the first two steps in the workflow|Local optimisation against local measures degrades the whole. Measuring end to end is what aligns the incentives with the outcome.|Coordination without a shared measure leaves both optimising locally. Single ownership is a reorganisation, and a corrective step treats the symptom.
process-mapping|4.1|3|An associate discovers that the process they are mapping is performed differently by each of the five people who do it|Establish which variations are deliberate before standardising anything|Standardise on the approach used by the most experienced person|Standardise on whichever of the variations is the fastest|Let each person keep their own variation and design the workflow to accommodate all five of the different approaches that are currently in use across the team|Variation often encodes real differences in the cases each person handles. Distinguishing deliberate adaptation from drift is what makes standardisation safe.|Standardising on seniority or speed may discard necessary adaptations. Accommodating all five builds complexity around variation nobody has understood.
human-in-the-loop|4.4|3|A team's workflow asks a person to approve output they did not request and have no context for|Give the approver the context, or move the approval to someone who has it|Ask the approver to request context from the person who initiated the work|Add a summary of the context to each item under review|Ask the approver to approve on the basis of whether the output looks internally consistent and well-formed|An approval without context is a formality. Supplying context or relocating the approval is what makes it a real decision.|On-demand context requests add delay and depend on knowing what is missing. A generated summary is not independent, and approving on form alone concedes the point.
automation-boundaries|4.4|3|A team wants to automate a step, and doing so would mean nobody in the team understands how that part of the work is done any more|Keep enough understanding in the team to supervise and change the step later|Automate it, since the point of automation is that people no longer need to concern themselves with the details of how the work is performed on a routine basis|Document the step in detail before automating any of it|Rotate people through the manual version occasionally so that the knowledge does not disappear entirely from the team over the longer term|Automating away all understanding leaves a step nobody can supervise, debug or modify. Retaining working knowledge is what keeps the team in control of it.|Treating opacity as the goal is the misconception. Documentation and rotation are both mechanisms for retaining understanding rather than alternatives to it.
failure-modes|4.4|3|A workflow retries automatically when a step fails, and a persistent failure now produces thousands of retries|Cap the retries and escalate when the cap is reached|Increase the interval between retries so that the volume of attempts is lower|Remove the retry logic so the workflow stops after one attempt|Ask someone to monitor the workflow so that persistent failures are noticed and the process can be stopped manually when this situation arises again|Retries handle transient failures and must not run unbounded against a persistent one. A cap plus escalation distinguishes the two cases.|Longer intervals reduce the rate of a still-unbounded loop. Removing retries loses transient recovery, and manual monitoring is a person doing what a cap does automatically.
repeatability|4.3|3|A team's workflow relies on a document that a colleague updates informally whenever they think of it|Establish a defined update cadence and owner for the document|Ask the colleague to notify the team whenever they update the document|Take a copy of the document for reference|Add a note to the workflow saying that the document may not be current|An input that changes informally makes the workflow's behaviour unpredictable. Defining ownership and cadence is what makes the dependency reliable.|Notification depends on remembering. A copy goes stale immediately, and a caveat documents the problem without fixing it.
tool-integration|4.4|3|An associate's integration works but sends credentials in a way the security team has not reviewed|Have the security team review it before the integration goes into use|Proceed, since the integration is internal and the credentials do not leave the organisation's own systems at any point during its normal operation|Ask the security team to review it after launch|Use a different credential with fewer permissions so that the risk is lower even|Credential handling is a security review matter and the review belongs before use. That is a governance boundary rather than a technical preference.|Internal scope does not exempt credential handling from review. Post-launch review accepts the exposure, and reducing permissions without review still bypasses the control.
measuring-value|4.2|3|A team's workflow shows a clear benefit in the pilot metrics but the people using it say it makes their work harder|Investigate the discrepancy rather than choosing which signal to believe|Trust the metrics, since they measure the outcome objectively|Trust the user reports rather than the measured pilot figures|Continue the workflow and monitor whether the user reports change over the coming months as people become more familiar with how it operates|A gap between measured benefit and experienced burden usually means the metric misses a real cost. Investigating is what reconciles them.|Choosing either signal discards information. Waiting for familiarity assumes the complaint is an adjustment problem rather than a finding.
team-adoption|4.5|3|A team's workflow was designed by someone who has since left, and the current team does not know why it works the way it does|Reconstruct the reasoning before changing anything|Change whatever seems suboptimal, since the current team are the ones who use it and are best placed to judge what would work better for them now|Leave the workflow unchanged rather than risking a regression|Rebuild the workflow from scratch so that the current team fully understands every decision that has gone into the version they are working with|Undocumented design decisions often encode constraints. Reconstructing the reasoning is what makes change safe rather than a gamble.|Changing what looks suboptimal risks removing something load-bearing. Freezing it forever is a permanent cost, and rebuilding discards a working system.
handoffs|4.4|3|A workflow passes output to a system that silently truncates anything over a certain length|Enforce the length limit at the handoff so truncation cannot happen silently|Ask Claude to produce shorter output so that the material it generates stays within the limit that the receiving system is able to accept|Increase the receiving system's length limit so nothing is cut|Check the receiving system periodically to identify records that appear to have been truncated so they can be corrected when the problem is found|Silent truncation at a boundary is a contract violation that must be caught where it occurs. Enforcing the limit makes the failure explicit.|Shorter output reduces the incidence without preventing it. Raising the limit may not be possible, and periodic checks find truncation after the data is already wrong.
process-mapping|4.1|3|A team wants to measure a process before changing it, but measuring would itself take three weeks of effort|Measure the one or two things the decision actually depends on|Measure the process thoroughly, since a change made without a baseline cannot be evaluated afterwards and the three weeks is an investment in knowing whether it worked|Skip the measurement and change the process|Measure after the change instead, since that will show how the new process performs and the old one is being replaced anyway so its performance matters less|Measurement should be scoped to what the decision needs rather than to the process as a whole. That is what makes a baseline affordable.|Full measurement over-invests. Skipping it loses the baseline entirely, and measuring only afterwards leaves nothing to compare against.
automation-boundaries|4.4|3|A team is considering automating a step where the input occasionally contains something the model should refuse to process|Design the refusal path deliberately rather than leaving it to the model's judgement|Automate it and rely on the model to decline when it encounters material it should not process|Keep the step manual so that the incidental knowledge is retained|Automate it and add a review step that identifies any cases where the model processed something it should have declined to handle in the first place|A refusal path that matters should be designed and tested rather than assumed. Defining what the workflow does with such input is part of the design.|Relying on default behaviour leaves the boundary undefined and untested. Manual handling forgoes the automation, and after-the-fact review catches failures rather than preventing them.
failure-modes|4.4|3|A team's workflow was designed around one failure mode and a different one has now occurred twice|Revisit the failure analysis, since the assumptions behind it have been shown incomplete|Add handling for the new failure mode alongside the existing handling|Increase the level of monitoring applied|Treat the two occurrences as unusual and continue with the current design|Two occurrences of an unanticipated mode is evidence that the original analysis was incomplete. Revisiting it is what surfaces what else was missed.|Patching the new mode addresses this one and leaves the analysis unrevised. More monitoring watches without understanding, and dismissing two occurrences ignores the evidence.
repeatability|4.3|3|A team's workflow gives consistent results within a single session and different results across sessions|Identify what differs between sessions, since something is varying that should not be|Accept the variation, since some difference between sessions is a normal property of working with a model and the results within any single session remain consistent|Run everything within a single session to avoid the variation entirely|Average the results across several sessions so that the variation between them is smoothed out in the figure the team actually reports and uses|Consistency within sessions and variation across them points at a session-scoped input such as accumulated context or configuration. That is findable.|Accepting it abandons a diagnosable problem. Forcing single sessions is a workaround, and averaging conceals rather than explains the variation.
tool-integration|4.4|3|An associate wants to integrate Claude into a process, and the integration would be the only automated part of an otherwise manual workflow|Check whether the manual steps around it would absorb the benefit|Build the integration, since automating any part of a manual process delivers a saving and the surrounding manual steps do not prevent that part from being faster|Automate the whole of the process rather than only this single step|Automate the step and measure whether the overall process time falls|A single automated step inside a manual process often produces work that then waits. Checking whether the surrounding steps absorb the gain is the prior question.|Assuming the local saving reaches the outcome is the error. Full automation may not be feasible, and measuring afterwards spends the effort before asking.
measuring-value|4.2|3|A team's workflow reduces errors but the errors it prevents were previously caught by a downstream check that still runs|Check whether the downstream check can now be reduced, since otherwise the saving is not realised|Report the error reduction, since fewer errors being produced is a genuine improvement|Remove the downstream check entirely now that errors are prevented upstream|Continue running both, since redundant checks provide additional assurance and the cost of the downstream check was already being incurred before the workflow was introduced|If a downstream check still absorbs the same cost, preventing errors upstream has not yet produced a saving. Whether the check can be reduced is what realises it.|Reporting the reduction claims a benefit that has not landed. Removing the check outright is premature, and keeping both indefinitely means the workflow pays for itself twice.
