# d1-09 — objective 1.4: adapt prompting strategy by task type (analysis, research, drafting, brainstorming).
task-type-strategy|1.4|2|An associate is brainstorming and keeps receiving three polished recommendations. What should they change?|Say the task is divergent and ask for breadth first|Ask the same question with rather more emphasis on ideas|Ask for more detail on each of the three given|Accept them, since the three are well reasoned|Brainstorming wants range before judgement, so saying the task is divergent is what gets breadth instead of a premature shortlist.|Emphasis does not change the task type, more detail deepens a convergent answer, and accepting three abandons the breadth entirely.
task-type-strategy|1.4|2|An associate is drafting a document and an analysis-style prompt is producing the wrong shape. What does drafting need that analysis does not?|A stated audience, voice and format|A longer and more detailed brief|More source material to work from|A higher level of factual precision|A draft is written for someone, so audience, voice and format are what shape it; analysis is shaped by criteria and evidence instead.|Length, volume of sources and precision matter to both, and none of them is what distinguishes the two task types.
task-type-strategy|1.4|2|A team is using Claude for research rather than drafting. What should their prompt state that a drafting prompt need not?|What question the research has to answer|What tone the output should adopt|What length the output should be|Who will eventually read the output|Research is bounded by a question, which is what makes the result finite and checkable; tone, length and audience are drafting concerns.|Tone, length and audience shape how something reads rather than what would count as having answered it.
task-type-strategy|1.4|2|An associate needs a first pass at analysing a dataset. What should the prompt supply?|The criteria the analysis should be judged against|A preferred conclusion to work towards|A target length for the write-up|An example of a previous analysis|Analysis is steered by criteria, because those are what determine which observations count as findings rather than noise.|A preferred conclusion biases the work, and length or a prior example shape presentation rather than the analysis itself.
task-type-strategy|1.4|3|A team applies one prompt structure to every kind of task they use Claude for. What should they expect?|It will fit one task type and misfit the others|It will work equally well across all three|It will work best on whichever is hardest|It will improve as more clauses are added|A template encodes one task's requirements, so it serves that task and quietly misfits the others.|Uniform performance is what the differing requirements rule out, difficulty is not the distinguishing factor, and more clauses dilute every case.
task-type-strategy|1.4|3|A team's brainstorming prompt returns the same handful of ideas each time. What should they add?|A constraint that forces unfamiliar directions|A request for more ideas in the same list|An instruction to be considerably more creative overall|A longer description of the problem|Divergence comes from constraints that rule out the obvious paths, which is what pushes the output away from its default answers.|Asking for more produces more of the same kind, an instruction to be creative names no direction, and more description reinforces the familiar framing.
task-type-strategy|1.4|3|An associate is drafting for an audience they have not described. What is the most likely result?|A default register that suits nobody in particular|A refusal to proceed without the audience|An answer aimed at the most general reader|An answer matching the associate's own style|Unspecified register is chosen for you, and the default lands between audiences rather than on any one of them.|It will not refuse, a general reader is a specific choice rather than the default, and it does not infer the writer's own style.
task-type-strategy|1.4|3|A research prompt returns a confident synthesis with no indication of what is uncertain. What should be added?|A requirement to mark what is not well established|A request for a more cautious overall tone|A request for a shorter, firmer conclusion|An instruction to cite more sources overall|Research output is only usable when its uncertainty is visible, so requiring the unsettled parts to be marked is what makes the synthesis honest.|A cautious tone hedges everything uniformly, firmness suppresses the uncertainty, and more citations do not locate it.
task-type-strategy|1.4|3|A team switches from drafting to reviewing and keeps the same prompt structure. What should change?|The output becomes a judgement rather than a document|The output should simply be made shorter|The audience should be stated more precisely|The tone should become noticeably more formal|Reviewing produces an assessment against criteria, which is a different kind of output from a draft rather than a shorter or more formal one.|Length, audience and tone are properties of a draft, and none of them turns drafting into evaluation.
task-type-strategy|1.4|4|An associate must decide whether a task is convergent or divergent before prompting. Why does it matter?|It decides whether to ask for range or for a choice|It decides how long the prompt needs to be|It decides which model family to use|It decides whether examples are worth giving|Convergent tasks want a decision and divergent ones want options, and asking for the wrong one wastes the whole exchange.|Prompt length, model choice and examples are all secondary to whether you are asking for one answer or many.
task-type-strategy|1.4|4|A team's analysis prompt works well and the same structure fails on an open research question. Why?|Analysis has criteria to apply; research has to find them|Research questions are simply harder than analysis|The prompt is too short for a research question|Research needs a more capable model to succeed|Analysis applies a known frame to material, while research has to establish the frame first, so a prompt built for one leaves the other's hardest step undone.|Difficulty, length and model capability do not describe the structural difference between applying criteria and discovering them.
task-type-strategy|1.4|4|An associate wants both breadth and a recommendation from a single prompt. What should they do?|Ask for breadth first, then decide in a second step|Ask for both in one request to save time|Ask for the recommendation alongside its alternatives|Ask for breadth and pick from it themselves|Divergence and convergence pull against each other, so separating them lets each be done properly rather than compromising both.|One combined request collapses the breadth, listing alternatives beside a recommendation anchors them to it, and self-selection forgoes the reasoning.
task-type-strategy|1.4|4|A team asks whether drafting prompts benefit from examples more than analysis prompts do. What is the sound answer?|Yes, since examples carry voice and format directly|No, since examples help both equally|Yes, since analysis cannot use examples at all|No, since examples bias whatever task they are used in|Voice and format are far easier to demonstrate than to describe, which is why examples do more work in drafting than in analysis.|Analysis can use examples, they do not help both equally, and bias is a risk to manage rather than a reason to avoid them.
task-type-strategy|1.4|2|An associate is asked which task type most needs its stopping condition stated. Which is it?|Research, which otherwise expands indefinitely|Drafting, which otherwise runs long|Analysis, which otherwise repeats itself|Brainstorming, which otherwise stops far too early|Research has no natural end point, so saying what would count as a sufficient answer is what keeps it finite.|Drafting and analysis are bounded by their brief, and brainstorming's risk is stopping too early rather than running on.
task-type-strategy|1.4|2|A team is drafting several versions of the same message for different readers. What should vary between them?|What each version includes, not only its wording|Only the tone, with identical content throughout|Only the length, with identical content throughout|Nothing, since one version serves every reader|Different readers need different facts, so adapting means changing the selection of content rather than restyling the same text.|Tone and length are surface changes, and one version leaves every reader filtering material meant for someone else.
task-type-strategy|1.4|3|An associate gets a competent but generic answer to a planning question. What is most likely missing?|The constraints the plan has to work within|A request for a longer response|A more senior role for the model|A more formal tone in the prompt|Planning output is shaped by its constraints, and without them the model produces the generic plan that fits any situation.|Length, role and tone change presentation rather than the substance the plan is missing.
