# d4-06 — workflow integration: rollout, change, cost and cross-team design
team-adoption|4.5|2|A team is rolling a new workflow out to sixty people and asks how they should start.|Start with a small group and learn from what they hit|Roll it out to everyone at once for consistency|Roll it out to the most enthusiastic people first|Roll it out department by department alphabetically|A small first group surfaces the problems while they are still cheap to fix, and what they learn shapes the wider rollout.|An all-at-once launch multiplies every unfixed problem, enthusiasts hide friction others will hit, and an arbitrary order learns nothing between waves.
repeatability|4.3|2|A team changes a workflow's prompt and wants to be able to go back if it goes wrong.|Keep the previous version before making the change|Note what was changed so it can be typed back later|Test the change carefully so a rollback is not needed|Change it gradually so the effect can be observed|A kept copy is what makes a rollback immediate, where a description of the change has to be reconstructed under pressure.|Notes are lossy and slow to apply, careful testing reduces the chance rather than the need, and gradual change still leaves nothing to return to.
failure-modes|4.4|2|An associate is asked what could go wrong with a workflow nobody has tested using bad input.|They cannot say, because it has not been tested|Nothing, since the workflow handles its inputs well|The same things that go wrong with good input|Only the failures that the designer thought about|Untested behaviour is unknown behaviour, and saying so is more useful than an estimate that sounds like knowledge.|Success on good input says nothing about bad, failure modes differ by input, and the designer's list is the hypothesis rather than the answer.
measuring-value|4.2|2|A team wants to measure their workflow and can only pick one single thing to track.|The outcome that the process exists to produce|The number of times the workflow is run each week|The satisfaction of the people who operate it|The time the workflow itself takes to complete|A single measure should be the thing the process is for, since everything else is only a means to it.|Run count measures activity, operator satisfaction measures experience, and runtime measures one step rather than the result.
handoffs|4.4|2|A workflow's output goes to three different teams who each need something different from it.|Ask each team what they need before designing it|Produce one output covering everything all three need|Produce the output that the largest of the teams needs|Let each team extract what they need from the output|Three consumers means three requirements, and collecting them is what lets the output be designed rather than guessed.|A union of everything buries each team's part, sizing by team ignores need, and pushing extraction downstream repeats the work three times.
tool-integration|4.4|2|A team's workflow reads from a system whose owners are about to change its data format.|Agree a date and test against the new format first|Wait until the change happens and fix what breaks|Ask the owners to delay the change until later on|Copy the data out now so the format stops mattering|A known upcoming change is something to prepare for, and testing before the switch is what turns a breakage into a non-event.|Fixing after the break accepts an outage, asking for a delay postpones rather than solves, and a copy goes stale immediately.
automation-boundaries|4.4|2|A team is asked whether a task that is performed twice a year is worth automating.|Usually not — the build effort will not be repaid|Yes, since automation is always worth the investment|Yes, since twice a year is still a recurring task|No, since infrequent tasks are always done manually|Automation pays back through repetition, and twice a year rarely returns the cost of building and maintaining it.|"Always worth it" ignores maintenance, recurrence alone does not settle the arithmetic, and an absolute rule ignores high-value exceptions.
process-mapping|4.1|2|An associate is told a process takes two days and finds that it is two days of waiting.|Distinguish the working time from the waiting time|Report the two days as the process's duration|Reduce the working time to shorten the two days|Ask the team to work faster during the two days|Waiting and working are different problems with different fixes, and separating them is what shows where the time actually goes.|Reporting the total hides the structure, and speeding up work that is not the constraint leaves the waiting exactly where it was.
human-in-the-loop|4.4|2|A team asks what makes a review step a real control rather than a formality.|The reviewer can and sometimes does reject things|The reviewer is senior enough to be accountable|The review is recorded so it can be audited later|The review happens before the output is released|A control is real when it changes outcomes, and rejections are the evidence that it can.|Seniority, records and timing all describe the shape of a review that may still never change anything.
failure-modes|4.4|2|A team's workflow fails and nobody can tell which step it actually failed at.|Record which step each run reached before stopping|Rerun the workflow and watch it as it runs through|Add more detail to the workflow's final output|Ask whoever ran it what they saw at the time it failed|Locating a failure requires a record of progress, and capturing the step reached turns every future failure into a diagnosis.|A watched rerun may not reproduce it, output detail describes success rather than failure, and recollection is not a record.
measuring-value|4.2|2|A team is asked for their workflow's cost and gives only the software licence fee.|Include the time spent building and maintaining it|Give the licence fee, since that is the direct cost|Include the cost of the systems it connects to|Include the salary of everyone who uses the workflow|The real cost of a workflow is dominated by the human effort to build and keep it running, which the licence line never shows.|The licence is the visible fraction, connected systems exist regardless, and full salaries charge the workflow for work people would do anyway.
team-adoption|4.5|2|A team's workflow requires each person to complete a setup step, and half of them have not.|Find out what makes the setup step hard to complete|Send a reminder asking people to complete the setup|Complete the setup on everyone's behalf centrally|Remove the feature that requires the setup step|A step half the team has not done is usually harder or less clear than it looks, and finding out is what makes it completable.|A reminder repeats an instruction that has not worked, doing it centrally may be impossible for a personal setting, and dropping the feature discards its value.
handoffs|4.4|2|A workflow's output arrives with the receiving person while they are away on leave.|Route the output to a role rather than to a person|Ask the person to check their messages while away|Hold the output until the person returns to work|Send the output to the whole team instead of one person|Routing to a role means the handoff survives any individual's absence without anyone having to remember to redirect it.|Expecting work during leave is not a design, holding output stalls the process, and broadcasting to everyone means nobody owns it.
automation-boundaries|4.4|3|A team automated a step and the person who used to do it now checks the automation instead.|Ask whether the checking costs less than the step did|Accept it, since a person is still involved in the step|Remove the checking, since the automation is working|Automate the checking as well so the person is freed|If checking costs as much as doing, the automation has moved the work rather than reduced it, and comparing the two shows which happened.|Human involvement is not the goal, removing the check before its value is known is premature, and automating a check produces something else to check.
repeatability|4.3|3|A team has four similar workflows built by four different people and wants to consolidate them.|Find what the four actually have in common first|Pick the best of the four and have everyone use it|Build a fifth workflow that covers all four cases|Keep all four, since each was built for a reason|Four workflows may share most of their substance or almost none, and knowing which decides whether consolidation is possible at all.|Picking one imposes its assumptions on three other jobs, a fifth adds to the sprawl before understanding it, and keeping all four accepts the duplication.
measuring-value|4.2|3|A team's workflow is measured on throughput and the team has started routing easy work to it.|Change the measure to something that cannot be gamed|Tell the team to stop routing the work selectively|Accept it, since throughput has genuinely increased|Measure the difficulty of the work as well as the volume|A measure that rewards selection will be satisfied by selection, so the fix is a measure whose only route to improvement is the real one.|Instructing people not to respond to an incentive rarely holds, the increase is an artefact, and a second measure leaves the first one still pulling.
team-adoption|4.5|3|A team's workflow is adopted quickly and people use it for a purpose it was not designed for.|Look at whether the new use is better than the old one|Redirect people back to the originally intended purpose|Block the unintended use so the original design holds|Rebuild the workflow around the unintended use|Users finding a better use is information, and evaluating it is what decides whether the design or the usage should change.|Redirecting and blocking both assume the original design was right, and rebuilding assumes the opposite without checking.
failure-modes|4.4|3|A team's workflow has run for a year without failing and they are asked for their recovery plan.|Write one, since a year of success is not a plan|Say the workflow has not needed one in a year|Write one only if the workflow starts failing|Rely on rebuilding it from scratch if it ever fails|A recovery plan is written while nothing is broken, because the moment it is needed is the worst possible moment to design one.|A clean record is not a control, waiting for failure defers the work to the crisis, and rebuilding from scratch is a plan only if it has been costed.
tool-integration|4.4|3|An associate's integration works and the team wants a second one built the same way.|Check whether the first one's choices suit the second|Copy the first integration and change what differs|Build the second from scratch to avoid shared problems|Make the first one generic enough to serve both|What made the first integration right may not hold for the second, and checking prevents an assumption being copied along with the design.|Copying carries the assumptions silently, building from scratch discards what was learned, and generalising early designs for a case not yet understood.
handoffs|4.4|3|A workflow's two halves are owned by different teams and neither knows the other's constraints.|Have each side state what it needs from the other|Move both halves into a single team's ownership|Have one team document their half for the other|Add a coordinator sitting between the two teams|A working interface needs both sides' requirements on the table, and stating them is the cheapest way to get there.|Reorganising is a heavy answer to a communication gap, one-sided documentation leaves the other side unstated, and a coordinator relays rather than resolves.
process-mapping|4.1|3|A team is told to speed up a process and finds the slowest step is also the most valuable.|Look for time elsewhere before touching that step|Speed up the valuable step, since it is the slowest|Leave the process alone, since the value justifies it|Split the valuable step so parts of it run in parallel|Cutting time from the step that carries the value risks the outcome, so the cheaper time is found in the steps that carry less.|Targeting the slowest step ignores what it produces, refusing to change anything abandons the goal, and parallelising is a fix chosen before the search.
human-in-the-loop|4.4|3|A team's reviewers see the output but never the input the workflow worked from.|Give the reviewers the input alongside the output|Ask reviewers to request the input when they need it|Have the workflow summarise its input in the output|Train reviewers to judge outputs on their own terms|Judging whether an output is right requires knowing what it was meant to be about, which is what the input provides.|On-demand requests slow every review, a generated summary inherits the output's errors, and judging output alone checks style rather than correctness.
repeatability|4.3|3|A team's workflow behaves differently for two people because of their personal settings.|Move the settings that matter into the workflow itself|Ask both people to align their personal settings|Have one of the two people run everything instead|Document the settings each person should be using|A workflow that depends on personal configuration is not a shared workflow, and pulling the relevant settings into it removes the dependency.|Manual alignment drifts, a single operator is a bottleneck, and documentation relies on everyone applying it correctly.
automation-boundaries|4.4|3|A team wants to automate a judgement that two experienced staff make differently from each other.|Settle the judgement between them before automating|Automate whichever version is applied more often|Automate both and let the workflow pick one of them|Leave it manual, since the experts genuinely disagree|You cannot automate a rule that has not been agreed, so the disagreement is the thing to resolve first.|Frequency does not make a judgement right, encoding both defers the disagreement into the workflow, and leaving it manual preserves the inconsistency.
measuring-value|4.2|3|A team's workflow benefit is that a rare and expensive mistake now happens less often.|Report the expected cost avoided, and say it is expected|Report the number of mistakes since the workflow began|Wait until enough time has passed to show a difference|Report the benefit as unmeasurable in the short term|A rare-event benefit is estimated rather than counted, and presenting it as an expectation is both usable and honest.|Counting rare events over a short window shows nothing, waiting delays a decision indefinitely, and calling it unmeasurable understates a real benefit.
tool-integration|4.4|3|A team's workflow calls a service that charges per request and the volume is growing.|Check whether requests are being made unnecessarily|Negotiate a better rate with the service provider|Cap the number of requests the workflow may make|Move to a cheaper service that does the same thing|Growing volume often includes repeated or avoidable calls, and finding those reduces the bill without changing anything else.|Negotiating and switching both address the price rather than the usage, and a cap limits the workflow rather than its waste.
