# d1-02 — instruction precision, audience framing, examples, format control
clear-instructions|3|A training coordinator asks Claude to "make a quiz" about a new policy and receives ten questions, all of which test whether the reader can recall the policy's wording rather than apply it.|Specify that questions must test application rather than recall|Ask for harder questions so the difficulty rises above simple wording recall|Provide the policy in full so the questions have more material to draw on|Request more questions so that some of them happen to test practical application|Recall and application are different question types, and recall is the default when a source text is supplied. Naming the cognitive level is the instruction that changes what gets generated.|Difficulty is not the same axis as application — a hard recall question is still recall. More material and more questions both scale the same default.
clear-instructions|3|An associate asks Claude to "clean up" a dataset description and it silently corrects two figures that were unusual but correct, because they looked like typos.|Say which kinds of change are permitted, and that factual values must be left untouched entirely|Ask Claude to list its changes afterwards so the corrections can be reviewed and reverted|Provide the dataset itself so the unusual figures can be verified before editing|Ask for a lighter edit so fewer changes are made to the original description overall|"Clean up" licenses unbounded editing. Bounding the permitted change types is what protects content the model would otherwise read as an error worth fixing.|A change log helps only if someone audits it every time. Supplying data enlarges the task, and asking for less editing reduces the rate without removing the licence.
clear-instructions|2|A team receives an analysis from Claude that answers a slightly different question than the one they asked, but does so thoroughly and convincingly.|Restate the question and ask directly whether the analysis answers it as it was asked|Accept the analysis, since a thorough answer to a related question is usually still useful|Ask for a longer analysis so the original question is covered somewhere within it|Rephrase the question with simpler wording and run the whole analysis again|A fluent answer to the wrong question is a recognised failure mode precisely because fluency masks the mismatch. Checking answer against question is the habit that catches it.|Accepting it embeds the drift into your work. Length buries the original question further, and rerunning without diagnosing the mismatch may reproduce it.
context-and-role|3|An internal comms draft written by Claude lands badly with staff because it uses the optimistic register of an external press release for an announcement about a hiring freeze.|Tell Claude who the readers are and what register the situation calls for|Ask for a more serious tone so the optimism is reduced in the final version|Shorten the announcement so there is less room for inappropriate framing to appear|Have Claude write three versions in different tones and pick the most suitable one|Register follows from audience and stakes. Naming both is what lets the model choose a tone that fits, rather than defaulting to the promotional voice most announcement text is written in.|A vague tone instruction narrows the range without grounding it. Shortening and sampling both work around a gap that one sentence of context would close.
context-and-role|3|A consultant asks Claude to critique a client's strategy. The critique is sharp and well-argued, but assumes resources the client does not have.|State the client's real constraints before asking for the critique|Ask for a gentler critique so the recommendations feel more achievable to the client|Request that Claude focus on strengths as well as weaknesses in the strategy document|Ask for the critique to be shorter so only the most feasible points survive|A critique implies alternatives, and alternatives are bounded by resources. Without the constraints, the model compares the strategy to an idealised option set the client cannot reach.|Softening changes delivery, not feasibility. Balance and brevity both leave the recommendations resting on resources that do not exist.
context-and-role|4|A multinational team gets Claude to draft a policy summary. It is accurate for the head office jurisdiction but wrong for two regions, neither of which was mentioned in the prompt.|Name the jurisdictions in scope and ask for the differences between them to be called out|Ask Claude whether the summary applies internationally after reading the initial draft|Request a more general summary that avoids jurisdiction-specific claims altogether|Have each region review the summary and correct the parts that do not apply to them|Jurisdiction is a scoping input. Asking for the differences up front turns an invisible assumption into explicit content that regional reviewers can actually check.|A follow-up question invites a post-hoc rationalisation of a draft already written. Generality removes the useful detail, and regional review is a fallback rather than a fix.
examples-fewshot|3|An associate provides one example of a well-written status update. Claude matches it closely, including a project-specific abbreviation that means nothing on other projects.|Provide two or three varied examples so the pattern is separable from the specifics|Explain the abbreviation so Claude uses it correctly in future status updates|Ask Claude not to copy anything specific from the example it has been given|Write the example in a more generic style so nothing project-specific appears in it|Variation is what separates signal from incident. With a single example, every feature looks essential; with several, the shared structure stands out and the incidental details fall away.|Explaining the abbreviation preserves it. A blanket instruction not to copy specifics is vague enough to lose the pattern too, and a sanitised example is weaker than a varied set.
examples-fewshot|3|A team wants Claude to score support tickets from one to five for urgency. Their examples cover scores of one, three and five, and the model rarely produces a two or a four.|Add examples at the intermediate scores so the full range is demonstrated|Instruct Claude to use the whole scale including the intermediate values|Ask for a score with one decimal place so intermediate judgements have somewhere to go|Reduce the scale to three points, since the model is effectively using three anyway|Demonstrated values become the usable range. Unexemplified points read as unavailable, so the fix is to show the model what a two and a four actually look like.|An instruction to use the range does not say where the boundaries sit. Decimals and rescaling both redesign the measurement rather than teaching the one you have.
examples-fewshot|4|An associate includes six examples in every prompt for a simple two-way classification. The task works, but each call is slow and costs more than the team expected.|Test whether fewer examples hold the accuracy on this task|Keep the six examples, because accuracy is more important than the cost per call|Move the examples into a project so they do not need to be sent with each request|Combine several classifications into one call so the examples are amortised across them|Example count has diminishing returns, and a binary decision usually saturates within two or three. Measuring where accuracy plateaus is how you find the cheap point without guessing.|Assuming six are needed skips the test. Batching and reuse both reduce cost per item but neither asks the prior question of whether the examples earn their place.
output-format|3|A team asks for a summary "in bullet points" and receives eleven bullets, several of which run to four lines and read as paragraphs with a marker in front.|Specify a maximum count and a maximum length per bullet so the format constraint is real|Ask for fewer bullets so each one carries proportionally more of the content|Request that Claude use sub-bullets to break up the longer points in the summary|Ask for a table instead, since tables impose more structure than bullet lists do|A bullet is a shape, not a size. Constraining count and length is what makes the format do the compression work that was the point of asking for bullets.|Fewer bullets makes each one longer. Sub-bullets add structure to sprawl, and switching to a table changes the artefact rather than fixing the brevity.
