# d6-04 — closing set on governance, risk and responsible use
acceptable-use|3|An associate is asked to use Claude to write content that will be presented as a customer testimonial.|Decline unless a real customer said it and has agreed to it being used|Write it, since it will describe the product accurately|Write it and have a customer approve the wording afterwards|Write it as a composite drawn from several real customer comments|A testimonial asserts that a named customer said something. Fabricating or composing one misrepresents its source regardless of accuracy.|Accuracy does not cure a false attribution. Retrospective approval of words a customer did not say is still a fabrication, and a composite presented as one person's testimonial misrepresents it.
data-sensitivity|3|A team wants to use Claude on data they hold under a contract that is silent about processing by third parties.|Treat the silence as unresolved and seek clarification before processing|Proceed, since the contract does not prohibit it|Proceed with the data anonymised|Proceed and notify the counterparty afterwards|Contractual silence on a material point is an ambiguity to resolve rather than a permission. Seeking clarification is what makes the processing defensible.|Reading silence as permission is the misconception. Anonymisation may not address the contractual question, and notification follows the processing.
consequential-decisions|3|A team's automated process produced a decision that was clearly wrong and affected a customer badly.|Correct it, understand why it happened, and check whether others were affected|Correct the individual case and apologise to the customer|Correct it and adjust the prompt so the error does not recur|Correct it and add the case to the team's list of known issues|A wrong consequential decision needs the individual remedy, a cause analysis, and a check for other affected people, because the same fault may have hit others silently.|Each alternative handles part of it. Correcting one case, tuning the prompt, or logging the issue all omit checking who else was affected.
accountability|3|A team is setting up a new Claude-assisted process and is deciding when to think about accountability.|Decide it during the design, since retrofitting accountability rarely works|Decide it once the process is running and its shape is clear|Decide it if a problem arises that requires someone to answer for it|Decide it at the first review of the process after launch|Accountability designed in shapes the process, including what gets recorded and who sees what. Added afterwards it is a label rather than a control.|Deferring to after launch, to a problem, or to a review all leave the design decisions already made without it.
privacy-regulation|3|A team wants to use Claude to analyse employee communications for signs of dissatisfaction.|Establish the legal basis and what employees were told about monitoring|Proceed, since the purpose is to improve conditions for employees|Proceed with the communications anonymised|Inform employees that the analysis is taking place|Monitoring employee communications engages specific legal requirements and expectations. Establishing the basis and what people were told is the prerequisite.|Benevolent purpose is not a basis. Anonymisation may defeat the purpose, and informing people is one requirement rather than the whole question.
confidentiality|3|An associate is leaving the organisation and wants to keep prompts they wrote that reference client work.|Establish what the organisation and the client terms permit them to take|Keep them, since they wrote them themselves|Keep them with the client-specific parts removed|Keep them and use them only at their next employer's request|What a departing employee may take is governed by their contract and by client terms. Establishing that is what makes the decision defensible.|Authorship does not determine ownership. Removing client parts and limiting future use both assume permissions that have not been checked.
disclosure-transparency|3|A team's report includes a statistic that Claude produced and that the team verified against the source.|Cite the underlying source, since that is where the statistic actually comes from|Cite Claude as the source of the statistic|Cite both Claude and the underlying source|Present the statistic without a citation since it has been verified|A verified statistic is cited to its origin. The tool was a route to finding it rather than the source of the fact.|Citing the tool tells a reader nothing checkable. Citing both is misleading about provenance, and omitting the citation removes the reader's ability to verify.
bias-fairness|3|A team's fairness review finds a disparity and the team is unsure whether it is large enough to act on.|Decide the threshold in advance of looking at the result|Act if the disparity is statistically significant|Act if the disparity affects more than a set number of people|Discuss it and reach a judgement about whether it warrants action|Setting the threshold before seeing the result is what prevents the decision from being shaped by whether acting is convenient.|Significance and headcount are both candidate thresholds but choosing one after seeing the result invites motivated reasoning. Ad-hoc judgement has the same problem.
acceptable-use|3|A team wants to use Claude to respond to online criticism of their organisation using accounts that do not identify the company.|Decline, since undisclosed corporate responses misrepresent who is speaking|Proceed, since the responses will be factually accurate|Proceed if the responses only correct factual errors|Proceed using accounts belonging to employees who agree to it|Responses from an organisation presented as coming from unaffiliated individuals misrepresent the speaker, which is the deception at issue.|Accuracy and factual correction do not cure the concealed affiliation. Employee accounts make the concealment harder to detect rather than legitimate.
ip-and-attribution|3|An associate wants to use Claude to produce a work in the style of a specific living artist for internal use.|Consider the artist's rights and whether internal use changes the position|Proceed, since internal use does not raise any rights questions|Proceed and credit the artist by name|Proceed but do not retain the work after its internal use has finished|Whether internal use affects the position is exactly what needs considering rather than assuming. Rights questions do not automatically disappear at the organisational boundary.|Assuming internal use is exempt is the misconception. Credit may strengthen an association claim, and non-retention follows the creation.
data-sensitivity|3|A team is deciding whether to allow Claude use in a department that handles a mixture of sensitive and routine work.|Define which categories of work it may be used for, rather than deciding per department|Allow it right across the department|Prohibit it across the department|Allow it and ask people to use judgement about the sensitive material|Permission should track the sensitivity of the work rather than the organisational unit, because a mixed department contains both.|Blanket permission or prohibition applies one rule to two categories. Relying on individual judgement without defined categories leaves the boundary unstated.
privacy-regulation|3|A team's Claude-assisted process makes decisions about individuals with no human involvement in routine cases.|Establish whether the individuals have a right to human intervention|Continue, since a person is available if anyone asks|Continue, since the decisions are routine and low-impact|Add a human review step to a sample of the decisions|Fully automated decision-making about individuals attracts specific rights in many regimes, including a right to human intervention. Establishing that is the prerequisite.|Availability on request may not satisfy the requirement. A routine characterisation is the team's judgement rather than the legal test, and sampling does not address individual rights.
confidentiality|3|A team wants to use anonymised client examples in a public case study produced with Claude.|Check whether the client can still be identified from the surrounding detail|Publish it, since the client's name has been removed|Publish it and inform the client afterwards|Publish it with the industry and size details generalised|Anonymisation is judged by whether identification remains possible from context. Checking that is the test rather than name removal.|Name removal alone rarely defeats identification. Informing afterwards follows publication, and generalising details is a remedy applied without checking whether it suffices.
consequential-decisions|3|A team is designing a process where Claude assesses applications and a person makes the final decision.|Ensure the person can reach a different conclusion and has what they need to do so|Ensure the person reviews every assessment before deciding|Ensure the assessments are accurate before they reach the person|Ensure the person records their reasons for each decision|Meaningful human decision-making requires the ability to depart from the assessment and the information to justify doing so. Otherwise the review is nominal.|Reviewing every case, improving accuracy and recording reasons are all valuable but none guarantees the person can actually decide differently.
accountability|3|A team's Claude-assisted output is used by another team who assume it has been checked, and it has not.|Make the checking status explicit so downstream users know what they are receiving|Check everything before it is passed on|Tell the other team that the output is unchecked|Ask the other team to check the output before they rely on it|Downstream assumptions about verification are dangerous when unstated. Making the status explicit is what lets the receiving team act appropriately.|Checking everything may not be feasible. A one-off conversation and a request to check both address this instance rather than making the status a property of the output.
disclosure-transparency|3|A team is asked whether their AI use needs to be disclosed in a tender response.|Read the tender requirements, since they define what must be disclosed|Disclose it, since transparency improves the chances of winning|Do not disclose it, since it is a detail of how the work is done|Ask the procuring organisation informally what they expect|Tender requirements define disclosure obligations. Reading them establishes what is required rather than what seems advisable.|Disclosing for advantage and withholding as a detail both guess. An informal enquiry does not establish the formal requirement.
bias-fairness|3|A team wants to know whether their process is fair and has data on outcomes but not on who was affected.|Recognise that fairness cannot be assessed without knowing who the outcomes affected|Analyse the outcome distribution for unusual patterns|Assume fairness since no group information was used|Ask Claude to assess whether the outcomes appear fair|Fairness is a statement about how outcomes fall across people. Without knowing who was affected, the data cannot support the assessment.|Distribution patterns alone say nothing about groups. Absence of group inputs does not prevent proxy effects, and the model has no access to the missing information.
acceptable-use|3|An associate is asked to use Claude to prepare material for a purpose the organisation's policy explicitly prohibits.|Decline and explain the policy position to the person asking|Comply, since the request came through the normal channels|Comply but record that the request was made by someone else|Ask whether an exception can be granted before doing the work|An explicit prohibition is declined, and explaining why gives the requester the information they need. Following instructions does not transfer responsibility.|Normal channels do not override a prohibition. A record documents rather than prevents, and seeking an exception before declining treats a clear prohibition as negotiable.
ip-and-attribution|3|A team wants to fine-tune their understanding of what they can do with generated output and finds the terms ambiguous.|Seek clarification rather than resolving the ambiguity in their own favour|Adopt the interpretation most favourable to the organisation|Adopt the most restrictive interpretation|Proceed on their preferred interpretation and document the reasoning|Genuine ambiguity in terms is resolved by asking rather than by choosing an interpretation and proceeding on it.|Self-serving and maximally restrictive readings both substitute a choice for an answer. Documented reasoning protects the individual without resolving the position.
data-sensitivity|3|A team's staff are pasting varied material into Claude and nobody knows what categories of data are involved.|Find out what is actually being used before designing any controls|Prohibit all pasting of documents|Publish guidance on what should not be pasted|Add a warning message reminding people to consider sensitivity before pasting|Controls have to match actual practice, and that is currently unknown. Establishing it is what makes the subsequent controls proportionate.|A blanket prohibition and generic guidance are both designed without knowing the exposure. A warning message is a nudge rather than a control.
privacy-regulation|3|An associate wants to know whether a particular processing activity needs to be recorded in the organisation's records.|Check the criteria, since recording obligations are defined rather than discretionary|Record it, since recording more than necessary is harmless|Do not record it, since it is a routine internal activity|Ask the data protection team to decide once the activity is under way|Whether an activity must be recorded follows defined criteria. Checking them produces the answer directly.|Over-recording and under-recording both guess. Consulting after the activity starts follows the obligation it is meant to satisfy.
confidentiality|3|A team's Project contains client material and a colleague from another engagement asks for access.|Establish whether the colleague is permitted access under the client's terms|Grant access, since they are a colleague in the same organisation|Grant them read-only access to it|Grant access and ask them to treat the material as confidential|Client confidentiality typically restricts access within the organisation too. Establishing the permitted audience is what governs the decision.|Colleague status is not the test. Read-only access is still access, and an instruction to treat material confidentially does not create authorisation.
