# d4-01 — human checkpoints, process mapping, automation boundaries, handoffs
human-in-the-loop|3|A finance team automates monthly reporting: pull figures from a spreadsheet, have Claude draft the commentary, send to stakeholders.|At both the data-input stage and the pre-send stage, since each fails differently|After the commentary is drafted and immediately before anything is sent out to stakeholders|Before the spreadsheet figures reach Claude|At quarter end, reviewing the three monthly outputs together in one batch|Stale inputs and inaccurate commentary are separate failure modes. A pre-send check catches the second while good reasoning over wrong data still reads plausibly.|A single pre-send checkpoint misses bad inputs. An input-only check misses bad commentary, and quarterly review arrives after three months of sending.
human-in-the-loop|3|A team places a human approval step on every Claude output. Approvers now rubber-stamp because the volume makes real review impossible.|Reduce what requires approval so the remaining approvals are genuine|Keep approval on everything and ask approvers to be more thorough in how they read each item|Remove the approval step from the process entirely|Add a second approver to share the load|A control applied to everything at a volume nobody can handle provides no assurance while appearing to. Narrowing scope is what restores real review.|Asking for thoroughness without reducing volume repeats the failure. Removing the control abandons it, and a second rubber-stamper doubles the cost of nothing.
automation-boundaries|3|A team wants to automate a step where the correct answer depends on a judgement two senior staff currently disagree about.|Settle the disagreement first, since an unspecified rule cannot be automated correctly|Automate it using whichever interpretation is more commonly applied across the team|Automate it and have Claude explain its reasoning|Leave the step manual on a permanent basis|An unresolved judgement has no specification, and automating one produces confidently wrong output. The disagreement is a prerequisite, not an obstacle to work around.|Picking the common interpretation encodes a position nobody agreed. Explanations do not make an undefined rule correct, and permanent manual handling assumes the disagreement is unresolvable.
process-mapping|3|An associate is asked where Claude could help in a twelve-step process. They pick the step that looks most tedious.|Find the step that constrains the whole process, since that is where a gain compounds|Pick the most tedious step, since removing unpleasant work improves morale and the people doing it will be most receptive to the change being introduced|Automate the first step so the benefit flows downstream|Automate every one of the steps that involves writing text|Improving a step that is not the constraint does not improve throughput. Finding the bottleneck is what makes the effort produce a visible result.|Tedium is about experience rather than throughput. Position in the sequence is arbitrary, and automating by activity type ignores where the process actually binds.
handoffs|3|A workflow has Claude draft, a person edit, then Claude polish. The polish step routinely reverses the person's edits.|Mark the human edits as deliberate so the polish step preserves them|Ask the polish step to make only minimal changes to whatever document it receives, so the human's work is less likely to be overwritten during the final pass|Move the human edit to after the polish step has already been applied|Remove the polish step from the workflow so edits survive intact|A later step cannot distinguish a deliberate edit from a rough patch in the draft. Marking them is what makes them survive.|Minimal-change instructions are a degree without a target. Reordering leaves the human's work unpolished, and removing the step discards its value.
failure-modes|3|A team designs a workflow assuming Claude's output will be correct, with no provision for what happens when it is not.|Design the handling of wrong output as part of the workflow, not as an exception|Add a review step at the end so incorrect output is caught before it goes anywhere|Choose a stronger model so errors are rarer|Monitor for errors and respond to them as they occur|Workflows that assume correctness break in undefined ways when it fails. Designing the wrong-output path is what makes the failure survivable rather than surprising.|A review step is part of that design but not the whole of it. A stronger model reduces frequency without defining behaviour, and reactive monitoring is not a design.
human-in-the-loop|4|A team must decide where to place one reviewer in a four-step chain where errors get progressively more expensive to correct.|At the earliest step where an error is both detectable and cheap to fix|At the final step, since that is where the output leaves the team and where the consequences of any remaining error would actually be felt by the recipients|At the step that produces the most output for the reviewer to see|At whichever step the reviewer finds most interesting|Placing the check where errors are detectable and still cheap minimises the cost of the ones it catches. A late check finds expensive problems.|A final check catches errors after three steps of compounding. Volume and reviewer preference are unrelated to where errors originate.
tool-integration|3|An associate wants Claude's output to land in the team's tracker automatically, but the output format varies between runs.|Fix the output format before integrating, since an integration needs a stable contract|Build the integration with error handling that copes with the variation, so the tracker receives whatever the model produces and flags anything it cannot parse properly|Ask people to paste the output into the tracker by hand each time|Integrate and fix the format problems as they surface|Integration depends on a predictable contract at the boundary. Stabilising the format first is what stops the integration from being a permanent source of failures.|Tolerant parsing normalises the instability. Manual pasting abandons the integration, and fixing problems as they surface debugs in production.
repeatability|3|A team's Claude workflow produces good results when one particular person runs it and mediocre results when anyone else does.|Capture what that person does differently and build it into the shared setup|Have that person run the workflow for everyone, since they clearly have a feel for it that the others have not developed through the same amount of practice|Train the other team members up to that same standard over a period|Accept the variation in results between different people running it|Person-dependent quality means the expertise lives in someone's head rather than in the workflow. Extracting it into shared configuration is what makes results consistent.|Routing through one person creates a bottleneck. Training is slow and may not transfer tacit judgement, and accepting variation gives up on repeatability.
measuring-value|3|A team claims their Claude workflow saves twenty hours a week. The figure comes from asking people how much time they think they save.|Measure the actual time before and after, since estimates of one's own saving are unreliable|Accept the figure, since the people doing the work are best placed to judge how long it used to take them and how long the same work takes them now|Halve the reported figure in order to be conservative about it|Ask a manager to estimate the time saving instead of the team|Self-estimated time savings are systematically unreliable. Measuring the actual work is what turns a claim into evidence that will survive scrutiny.|Practitioner confidence does not make recall accurate. Halving is arbitrary, and a manager's estimate is further from the work.
process-mapping|3|A team maps their process and finds Claude could help at seven of eleven steps. They have capacity to change two.|Choose the two where the gain is largest relative to the effort and risk|Choose the two earliest steps so the benefit propagates through the rest of the process before anyone has to make further decisions about the remaining steps|Choose the two steps that would be easiest for the team to change|Choose the two steps people complain about most|With limited capacity, the selection criterion is return against cost and risk. That is what makes the two changes worth the capacity they consume.|Sequence position does not predict value. Ease ignores return, and complaints reflect experience rather than impact.
automation-boundaries|3|A team is considering automating a decision that affects whether individual customers receive a refund.|Keep a person accountable for the decision and use Claude to prepare the case|Automate it fully, since the refund rules are documented and applying documented rules consistently is exactly the kind of work that benefits from removing human variation|Automate the decision and audit a sample of those outcomes monthly|Automate the approvals and route refusals to a person|Decisions affecting individuals need an accountable person. Using the model to prepare rather than decide keeps the benefit without moving accountability onto a system.|Full automation moves accountability. Sampling audits after the fact, and asymmetric routing still auto-decides in the customer's favour without oversight.
handoffs|3|A two-step workflow passes Claude's classification into a drafting step. Misclassifications produce confident drafts in the wrong register.|Surface the classification so a person can catch a wrong one before drafting|Ask the drafting step to check whether the classification looks right for the request it has received|Combine the two steps into a single request|Add a confidence score to the classification|Making the intermediate decision visible turns a silent pipeline error into a catchable one. The classification determines everything downstream.|Downstream self-checking uses the same signal that produced the class. Merging hides the decision, and confidence scores catch only cases the model already doubts.
